HHD,PID,Gender,Age,Income,Hhd_income,License,Status,Education,Hhd_size,Residence,WS,ID,Rela
3270,6860,1,29,7000,234000,1,2,4,2,665,Firms,56,0
3270,6861,1,33,12500,234000,1,2,6,2,665,Firms,547,1
3271,6862,1,28,7000,234000,1,2,4,2,665,Shops,1102,1
3271,6863,1,27,12500,234000,1,2,6,2,665,Firms,466,0
3272,6864,1,27,12500,234000,1,2,4,2,669,Shops,1537,0
3272,6865,1,33,7000,234000,1,2,6,2,669,Firms,57,1
3273,6866,1,29,7000,234000,1,2,4,2,669,Firms,224,0
3273,6867,1,34,12500,234000,1,2,6,2,669,Firms,477,1
3274,6868,1,28,7000,234000,1,2,4,2,669,Shops,1598,0
3274,6869,1,32,12500,234000,1,2,6,2,669,Shops,1928,1
3275,6870,1,29,7000,234000,1,2,4,2,669,Shops,1200,0
3275,6871,1,31,12500,234000,1,2,6,2,669,Shops,1122,1
3276,6872,1,32,7000,234000,1,2,4,2,669,Shops,1268,0
3276,6873,1,31,12500,234000,1,2,6,2,669,Firms,461,1
3277,6874,1,27,7000,234000,1,2,4,2,671,Firms,240,1
3277,6875,1,28,12500,234000,1,2,6,2,671,Firms,494,0
3278,6876,1,34,7000,234000,1,2,4,2,671,Shops,1017,0
3278,6877,1,29,12500,234000,1,2,6,2,671,Shops,1217,1
3279,6878,1,31,12500,234000,1,2,4,2,671,Firms,350,1
3279,6879,1,33,7000,234000,1,2,6,2,671,Firms,835,0
3280,6880,1,26,7000,234000,1,2,4,2,671,Firms,985,0
3280,6881,1,28,12500,234000,1,2,6,2,671,Shops,1217,1
3281,6882,1,26,7000,234000,1,2,4,2,671,Shops,1243,1
3281,6883,1,29,12500,234000,1,2,6,2,671,Firms,967,0
3282,6884,1,31,12500,234000,1,2,4,2,671,Firms,17,0
3282,6885,1,25,7000,234000,1,2,6,2,671,Firms,494,1
3283,6886,1,33,7000,234000,1,2,4,2,671,Firms,58,1
3283,6887,1,31,12500,234000,1,2,6,2,671,Firms,729,0
3284,6888,1,27,7000,234000,1,2,4,2,671,Firms,59,1
3284,6889,1,25,12500,234000,1,2,6,2,671,Firms,122,0
3285,6890,1,30,7000,234000,1,2,4,2,673,Firms,1001,1
3285,6891,1,29,12500,234000,1,2,6,2,673,Firms,555,0
3286,6892,1,28,12500,234000,1,2,4,2,673,Shops,1508,1
3286,6893,1,34,7000,234000,1,2,6,2,673,Schools,2480,0
3287,6894,1,30,7000,234000,1,2,4,2,673,Firms,870,0
3287,6895,1,27,12500,234000,1,2,6,2,673,Firms,450,1
3288,6896,1,34,7000,234000,1,2,4,2,674,Firms,60,1
3288,6897,1,30,12500,234000,1,2,6,2,674,Firms,555,0
3289,6898,1,30,7000,234000,1,2,4,2,674,Firms,61,1
3289,6899,1,29,12500,234000,1,2,6,2,674,Firms,188,0
3290,6900,1,26,12500,234000,1,2,4,2,674,Firms,423,0
3290,6901,1,25,7000,234000,1,2,6,2,674,Firms,462,1
3291,6902,1,31,7000,234000,1,2,4,2,674,Firms,186,0
3291,6903,1,34,12500,234000,1,2,6,2,674,Firms,866,1
3292,6904,1,34,7000,234000,1,2,4,2,675,Firms,399,0
3292,6905,1,34,12500,234000,1,2,6,2,675,Firms,991,1
3293,6906,1,25,12500,234000,1,2,4,2,675,Shops,1629,0
3293,6907,1,33,7000,234000,1,2,6,2,675,Firms,62,1
3294,6908,1,31,12500,234000,1,2,4,2,675,Firms,499,0
3294,6909,1,33,7000,234000,1,2,6,2,675,Firms,63,1
3295,6910,1,26,7000,234000,1,2,4,2,676,Firms,89,1
3295,6911,1,25,12500,234000,1,2,6,2,676,Firms,384,0
3296,6912,1,31,7000,234000,1,2,4,2,676,Firms,64,1
3296,6913,1,29,12500,234000,1,2,6,2,676,Firms,89,0
3297,6914,1,28,7000,234000,1,2,4,2,676,Shops,1023,1
3297,6915,1,30,12500,234000,1,2,6,2,676,Firms,199,0
3298,6916,1,31,7000,234000,1,2,4,2,676,Firms,65,0
3298,6917,1,26,12500,234000,1,2,6,2,676,Firms,942,1
3299,6918,1,33,7000,234000,1,2,4,2,676,Firms,66,1
3299,6919,1,31,12500,234000,1,2,6,2,676,Firms,567,0
3300,6920,1,30,7000,234000,1,2,4,2,679,Shops,1171,0
3300,6921,1,25,12500,234000,1,2,6,2,679,Firms,23,1
3301,6922,1,27,12500,234000,1,2,4,2,679,Firms,398,1
3301,6923,1,26,7000,234000,1,2,6,2,679,Firms,953,0
3302,6924,1,25,7000,234000,1,2,4,2,680,Firms,341,0
3302,6925,1,25,12500,234000,1,2,6,2,680,Firms,785,1
3303,6926,1,32,7000,234000,1,2,4,2,680,Firms,637,0
3303,6927,1,28,12500,234000,1,2,6,2,680,Shops,1173,1
3304,6928,1,25,7000,234000,1,2,4,2,680,Shops,1099,1
3304,6929,1,34,12500,234000,1,2,6,2,680,Firms,850,0
3305,6930,1,34,7000,234000,1,2,4,2,680,Shops,1896,1
3305,6931,1,30,12500,234000,1,2,6,2,680,Firms,730,0
3306,6932,1,25,7000,234000,1,2,4,2,680,Firms,484,0
3306,6933,1,29,12500,234000,1,2,6,2,680,Firms,719,1
3307,6934,1,29,7000,234000,1,2,4,2,680,Firms,67,0
3307,6935,1,34,12500,234000,1,2,6,2,680,Firms,721,1
3308,6936,1,26,12500,234000,1,2,4,2,684,Shops,1817,0
3308,6937,1,34,7000,234000,1,2,6,2,684,Firms,68,1
3309,6938,1,29,7000,234000,1,2,4,2,684,Firms,69,1
3309,6939,1,32,12500,234000,1,2,6,2,684,Firms,170,0
3310,6940,1,33,12500,234000,1,2,4,2,685,Firms,565,1
3310,6941,1,29,7000,234000,1,2,6,2,685,Firms,860,0
3311,6942,1,26,7000,234000,1,2,4,2,686,Firms,70,0
3311,6943,1,29,12500,234000,1,2,6,2,686,Firms,505,1
3312,6944,1,27,7000,234000,1,2,4,2,686,Firms,71,0
3312,6945,1,33,12500,234000,1,2,6,2,686,Firms,377,1
3313,6946,1,32,12500,234000,1,2,4,2,687,Firms,289,1
3313,6947,1,31,7000,234000,1,2,6,2,687,Firms,72,0
3314,6948,1,27,7000,234000,1,2,4,2,687,Shops,1134,1
3314,6949,1,30,12500,234000,1,2,6,2,687,Firms,38,0
3315,6950,1,31,7000,234000,1,2,4,2,687,Shops,1951,0
3315,6951,1,29,12500,234000,1,2,6,2,687,Shops,1218,1
3316,6952,1,27,7000,234000,1,2,4,2,688,Firms,141,1
3316,6953,1,27,12500,234000,1,2,6,2,688,Firms,471,0
3317,6954,1,26,12500,234000,1,2,4,2,688,Firms,277,1
3317,6955,1,28,7000,234000,1,2,6,2,688,Firms,870,0
3318,6956,1,25,7000,234000,1,2,4,2,689,Shops,1737,0
3318,6957,1,25,12500,234000,1,2,6,2,689,Shops,1397,1
3319,6958,1,26,12500,234000,1,2,4,2,689,Shops,1777,1
3319,6959,1,27,7000,234000,1,2,6,2,689,Firms,73,0
3320,6960,1,30,7000,234000,1,2,4,2,691,Firms,46,0
3320,6961,1,33,12500,234000,1,2,6,2,691,Firms,393,1
3321,6962,1,26,12500,234000,1,2,4,2,691,Firms,43,1
3321,6963,1,32,7000,234000,1,2,6,2,691,Firms,134,0
3322,6964,1,30,12500,234000,1,2,4,2,691,Firms,54,0
3322,6965,1,30,7000,234000,1,2,6,2,691,Firms,168,1
3323,6966,1,28,7000,234000,1,2,4,2,692,Shops,1212,1
3323,6967,1,33,12500,234000,1,2,6,2,692,Firms,553,0
3324,6968,1,27,7000,234000,1,2,4,2,692,Shops,1184,1
3324,6969,1,29,12500,234000,1,2,6,2,692,Firms,846,0
3325,6970,1,33,7000,234000,1,2,4,2,692,Firms,530,1
3325,6971,1,33,12500,234000,1,2,6,2,692,Shops,1495,0
3326,6972,1,31,7000,234000,1,2,4,2,692,Shops,1580,1
3326,6973,1,32,12500,234000,1,2,6,2,692,Firms,951,0
3327,6974,1,33,7000,234000,1,2,4,2,693,Firms,363,1
3327,6975,1,31,12500,234000,1,2,6,2,693,Shops,1606,0
3328,6976,1,30,7000,234000,1,2,4,2,693,Firms,136,1
3328,6977,1,28,12500,234000,1,2,6,2,693,Shops,1886,0
3329,6978,1,30,7000,234000,1,2,4,2,693,Shops,1122,1
3329,6979,1,26,12500,234000,1,2,6,2,693,Firms,436,0
3330,6980,1,32,7000,234000,1,2,4,2,694,Shops,1951,1
3330,6981,1,34,12500,234000,1,2,6,2,694,Firms,652,0
3331,6982,1,27,7000,234000,1,2,4,2,694,Shops,1372,1
3331,6983,1,29,12500,234000,1,2,6,2,694,Firms,70,0
3332,6984,1,30,7000,234000,1,2,4,2,695,Firms,355,0
3332,6985,1,26,12500,234000,1,2,6,2,695,Firms,8,1
3333,6986,1,29,7000,234000,1,2,4,2,695,Firms,482,0
3333,6987,1,33,12500,234000,1,2,6,2,695,Shops,1842,1
3334,6988,1,27,12500,234000,1,2,4,2,698,Shops,1685,1
3334,6989,1,25,7000,234000,1,2,6,2,698,Shops,1778,0
3335,6990,1,25,7000,234000,1,2,4,2,698,Firms,506,0
3335,6991,1,29,12500,234000,1,2,6,2,698,Shops,1728,1
3336,6992,1,28,7000,234000,1,2,4,2,700,Firms,654,0
3336,6993,1,33,12500,234000,1,2,6,2,700,Shops,1618,1
3337,6994,1,34,7000,234000,1,2,4,2,700,Shops,1112,1
3337,6995,1,28,12500,234000,1,2,6,2,700,Shops,1294,0
3338,6996,1,34,7000,234000,1,2,4,2,702,Firms,689,0
3338,6997,1,30,12500,234000,1,2,6,2,702,Shops,1478,1
3339,6998,1,29,7000,234000,1,2,4,2,702,Shops,1397,1
3339,6999,1,26,12500,234000,1,2,6,2,702,Firms,983,0
3340,7000,1,30,7000,234000,1,2,4,2,707,Shops,1689,1
3340,7001,1,26,12500,234000,1,2,6,2,707,Shops,1506,0
3341,7002,1,28,12500,234000,1,2,4,2,707,Firms,533,0
3341,7003,1,28,7000,234000,1,2,6,2,707,Firms,803,1
3342,7004,1,26,7000,234000,1,2,4,2,709,Shops,1437,1
3342,7005,1,26,12500,234000,1,2,6,2,709,Firms,632,0
3343,7006,1,32,7000,234000,1,2,4,2,709,Shops,1424,0
3343,7007,1,26,12500,234000,1,2,6,2,709,Firms,620,1
3344,7008,1,31,7000,234000,1,2,4,2,709,Shops,1034,0
3344,7009,1,34,12500,234000,1,2,6,2,709,Firms,572,1
3345,7010,1,30,12500,234000,1,2,4,2,710,Firms,624,0
3345,7011,1,33,7000,234000,1,2,6,2,710,Firms,248,1
3346,7012,1,26,7000,234000,1,2,4,2,710,Firms,74,0
3346,7013,1,26,12500,234000,1,2,6,2,710,Firms,436,1
3347,7014,1,31,7000,234000,1,2,4,2,710,Shops,1614,0
3347,7015,1,26,12500,234000,1,2,6,2,710,Shops,1093,1
3348,7016,1,30,7000,234000,1,2,4,2,710,Shops,1054,0
3348,7017,1,31,12500,234000,1,2,6,2,710,Firms,11,1
3349,7018,1,27,7000,234000,1,2,4,2,711,Shops,1006,1
3349,7019,1,33,12500,234000,1,2,6,2,711,Firms,961,0
3350,7020,1,34,7000,234000,1,2,4,2,711,Firms,91,1
3350,7021,1,25,12500,234000,1,2,6,2,711,Firms,927,0
3351,7022,1,30,7000,234000,1,2,4,2,711,Firms,931,1
3351,7023,1,32,12500,234000,1,2,6,2,711,Firms,961,0
3352,7024,1,25,7000,234000,1,2,4,2,711,Shops,1019,0
3352,7025,1,34,12500,234000,1,2,6,2,711,Firms,430,1
3353,7026,1,27,7000,234000,1,2,4,2,711,Firms,91,1
3353,7027,1,26,12500,234000,1,2,6,2,711,Shops,1331,0
3354,7028,1,32,12500,234000,1,2,4,2,713,Shops,1769,0
3354,7029,1,33,7000,234000,1,2,6,2,713,Firms,75,1
3355,7030,1,31,7000,234000,1,2,4,2,713,Shops,1320,1
3355,7031,1,29,12500,234000,1,2,6,2,713,Firms,791,0
3356,7032,1,32,7000,234000,1,2,4,2,716,Firms,590,0
3356,7033,1,25,12500,234000,1,2,6,2,716,Shops,1497,1
3357,7034,1,25,12500,234000,1,2,4,2,716,Firms,426,1
3357,7035,1,27,7000,234000,1,2,6,2,716,Firms,655,0
3358,7036,1,34,12500,234000,1,2,4,2,716,Shops,1312,1
3358,7037,1,29,7000,234000,1,2,6,2,716,Shops,1676,0
3359,7038,1,34,12500,234000,1,2,4,2,716,Shops,1952,0
3359,7039,1,28,7000,234000,1,2,6,2,716,Firms,76,1
3360,7040,1,32,12500,234000,1,2,4,2,719,Shops,1407,0
3360,7041,1,29,7000,234000,1,2,6,2,719,Firms,77,1
3361,7042,1,34,7000,234000,1,2,4,2,719,Shops,1599,1
3361,7043,1,34,12500,234000,1,2,6,2,719,Shops,1556,0
3362,7044,1,32,7000,234000,1,2,4,2,721,Firms,78,1
3362,7045,1,25,12500,234000,1,2,6,2,721,Firms,750,0
3363,7046,1,31,12500,234000,1,2,4,2,721,Shops,1241,0
3363,7047,1,25,7000,234000,1,2,6,2,721,Firms,79,1
3364,7048,1,26,7000,234000,1,2,4,2,722,Firms,407,0
3364,7049,1,27,12500,234000,1,2,6,2,722,Firms,565,1
3365,7050,1,29,12500,234000,1,2,4,2,722,Firms,407,0
3365,7051,1,28,7000,234000,1,2,6,2,722,Firms,624,1
3366,7052,1,31,7000,234000,1,2,4,2,723,Firms,196,1
3366,7053,1,29,12500,234000,1,2,6,2,723,Firms,607,0
3367,7054,1,33,7000,234000,1,2,4,2,723,Firms,80,1
3367,7055,1,33,12500,234000,1,2,6,2,723,Firms,594,0
3368,7056,1,32,7000,234000,1,2,4,2,723,Firms,81,0
3368,7057,1,27,12500,234000,1,2,6,2,723,Firms,355,1
3369,7058,1,30,7000,234000,1,2,4,2,724,Firms,798,0
3369,7059,1,26,12500,234000,1,2,6,2,724,Firms,484,1
3370,7060,1,30,7000,234000,1,2,4,2,724,Firms,372,0
3370,7061,1,29,12500,234000,1,2,6,2,724,Shops,1099,1
3371,7062,1,30,7000,234000,1,2,4,2,724,Shops,1167,0
3371,7063,1,29,12500,234000,1,2,6,2,724,Firms,104,1
3372,7064,1,27,7000,234000,1,2,4,2,729,Firms,773,0
3372,7065,1,25,12500,234000,1,2,6,2,729,Shops,1246,1
3373,7066,1,29,7000,234000,1,2,4,2,730,Firms,316,1
3373,7067,1,32,12500,234000,1,2,6,2,730,Firms,500,0
3374,7068,1,28,7000,234000,1,2,4,2,730,Shops,1118,1
3374,7069,1,26,12500,234000,1,2,6,2,730,Firms,108,0
3375,7070,1,29,7000,234000,1,2,4,2,730,Firms,826,0
3375,7071,1,32,12500,234000,1,2,6,2,730,Firms,188,1
3376,7072,1,32,7000,234000,1,2,4,2,732,Shops,1149,0
3376,7073,1,26,12500,234000,1,2,6,2,732,Shops,1316,1
3377,7074,1,32,7000,234000,1,2,4,2,734,Shops,1367,0
3377,7075,1,27,12500,234000,1,2,6,2,734,Shops,1359,1
3378,7076,1,27,12500,234000,1,2,4,2,734,Shops,1908,1
3378,7077,1,34,7000,234000,1,2,6,2,734,Firms,82,0
3379,7078,1,30,12500,234000,1,2,4,2,734,Firms,338,0
3379,7079,1,29,7000,234000,1,2,6,2,734,Firms,83,1
3380,7080,1,31,12500,234000,1,2,4,2,734,Shops,1710,1
3380,7081,1,32,7000,234000,1,2,6,2,734,Firms,84,0
3381,7082,1,34,12500,234000,1,2,4,2,735,Shops,1875,0
3381,7083,1,28,7000,234000,1,2,6,2,735,Shops,1011,1
3382,7084,1,26,7000,234000,1,2,4,2,735,Shops,1597,0
3382,7085,1,25,12500,234000,1,2,6,2,735,Shops,1561,1
3383,7086,1,25,12500,234000,1,2,4,2,735,Firms,748,1
3383,7087,1,30,7000,234000,1,2,6,2,735,Firms,661,0
3384,7088,1,29,7000,234000,1,2,4,2,736,Firms,763,0
3384,7089,1,28,12500,234000,1,2,6,2,736,Firms,940,1
3385,7090,1,26,7000,234000,1,2,4,2,736,Shops,1847,0
3385,7091,1,33,12500,234000,1,2,6,2,736,Firms,329,1
3386,7092,1,33,7000,234000,1,2,4,2,737,Shops,1654,0
3386,7093,1,30,12500,234000,1,2,6,2,737,Firms,926,1
3387,7094,1,28,7000,234000,1,2,4,2,737,Shops,1898,0
3387,7095,1,31,12500,234000,1,2,6,2,737,Firms,389,1
3388,7096,1,28,7000,234000,1,2,4,2,737,Firms,85,0
3388,7097,1,31,12500,234000,1,2,6,2,737,Firms,582,1
3389,7098,1,34,7000,234000,1,2,4,2,738,Firms,27,0
3389,7099,1,31,12500,234000,1,2,6,2,738,Firms,715,1
3390,7100,1,34,7000,234000,1,2,4,2,738,Shops,1432,1
3390,7101,1,33,12500,234000,1,2,6,2,738,Firms,816,0
3391,7102,1,32,12500,234000,1,2,4,2,740,Firms,192,1
3391,7103,1,28,7000,234000,1,2,6,2,740,Firms,86,0
3392,7104,1,26,7000,234000,1,2,4,2,743,Shops,1767,0
3392,7105,1,25,12500,234000,1,2,6,2,743,Shops,1469,1
3393,7106,1,29,7000,234000,1,2,4,2,743,Firms,87,0
3393,7107,1,25,12500,234000,1,2,6,2,743,Firms,627,1
3394,7108,1,29,7000,234000,1,2,4,2,743,Shops,1240,0
3394,7109,1,29,12500,234000,1,2,6,2,743,Firms,133,1
3395,7110,1,31,12500,234000,1,2,4,2,746,Shops,1536,1
3395,7111,1,33,7000,234000,1,2,6,2,746,Firms,88,0
3396,7112,1,31,7000,234000,1,2,4,2,746,Shops,1846,0
3396,7113,1,30,12500,234000,1,2,6,2,746,Shops,1673,1
3397,7114,1,25,12500,234000,1,2,4,2,746,Firms,231,0
3397,7115,1,28,7000,234000,1,2,6,2,746,Firms,254,1
3398,7116,1,27,12500,234000,1,2,4,2,746,Shops,1522,0
3398,7117,1,34,7000,234000,1,2,6,2,746,Firms,89,1
3399,7118,1,32,7000,234000,1,2,4,2,747,Shops,1018,0
3399,7119,1,27,12500,234000,1,2,6,2,747,Firms,488,1
3400,7120,1,26,7000,234000,1,2,4,2,747,Shops,1372,1
3400,7121,1,28,12500,234000,1,2,6,2,747,Firms,794,0
3401,7122,1,34,12500,234000,1,2,4,2,748,Shops,1036,1
3401,7123,1,30,7000,234000,1,2,6,2,748,Firms,90,0
3402,7124,1,28,7000,234000,1,2,4,2,748,Shops,1490,0
3402,7125,1,33,12500,234000,1,2,6,2,748,Firms,365,1
3403,7126,1,32,12500,234000,1,2,4,2,748,Firms,86,1
3403,7127,1,33,7000,234000,1,2,6,2,748,Firms,807,0
3404,7128,1,32,7000,234000,1,2,4,2,748,Shops,1885,1
3404,7129,1,34,12500,234000,1,2,6,2,748,Shops,1564,0
3405,7130,1,34,12500,234000,1,2,4,2,749,Firms,331,1
3405,7131,1,26,7000,234000,1,2,6,2,749,Firms,894,0
3406,7132,1,27,12500,234000,1,2,4,2,750,Firms,328,1
3406,7133,1,34,7000,234000,1,2,6,2,750,Firms,846,0
3407,7134,1,29,7000,234000,1,2,4,2,750,Firms,515,0
3407,7135,1,32,12500,234000,1,2,6,2,750,Firms,974,1
3408,7136,1,27,7000,234000,1,2,4,2,750,Firms,665,0
3408,7137,1,25,12500,234000,1,2,6,2,750,Shops,1592,1
3409,7138,1,33,7000,234000,1,2,4,2,750,Firms,91,1
3409,7139,1,26,12500,234000,1,2,6,2,750,Firms,781,0
3410,7140,1,33,7000,234000,1,2,4,2,754,Shops,1844,0
3410,7141,1,28,12500,234000,1,2,6,2,754,Shops,1519,1
3411,7142,1,26,7000,234000,1,2,4,2,758,Shops,1243,1
3411,7143,1,33,12500,234000,1,2,6,2,758,Firms,408,0
3412,7144,1,29,7000,234000,1,2,4,2,758,Firms,549,0
3412,7145,1,32,12500,234000,1,2,6,2,758,Firms,406,1
3413,7146,1,34,7000,234000,1,2,4,2,761,Shops,1133,1
3413,7147,1,26,12500,234000,1,2,6,2,761,Firms,295,0
3414,7148,1,30,7000,234000,1,2,4,2,763,Shops,1478,1
3414,7149,1,29,12500,234000,1,2,6,2,763,Shops,1416,0
3415,7150,1,29,12500,234000,1,2,4,2,763,Shops,1483,1
3415,7151,1,31,7000,234000,1,2,6,2,763,Firms,92,0
3416,7152,1,34,12500,234000,1,2,4,2,763,Shops,1060,1
3416,7153,1,25,7000,234000,1,2,6,2,763,Firms,93,0
3417,7154,1,29,7000,234000,1,2,4,2,764,Shops,1669,1
3417,7155,1,25,12500,234000,1,2,6,2,764,Firms,283,0
3418,7156,1,27,7000,234000,1,2,4,2,764,Firms,94,1
3418,7157,1,31,12500,234000,1,2,6,2,764,Firms,273,0
3419,7158,1,25,7000,234000,1,2,4,2,766,Shops,1180,1
3419,7159,1,32,12500,234000,1,2,6,2,766,Firms,484,0
3420,7160,1,26,12500,234000,1,2,4,2,766,Firms,667,1
3420,7161,1,31,7000,234000,1,2,6,2,766,Firms,404,0
3421,7162,1,30,7000,234000,1,2,4,2,766,Firms,95,1
3421,7163,1,27,12500,234000,1,2,6,2,766,Firms,757,0
3422,7164,1,25,12500,234000,1,2,4,2,766,Shops,1224,0
3422,7165,1,27,7000,234000,1,2,6,2,766,Firms,96,1
3423,7166,1,26,7000,234000,1,2,4,2,767,Firms,97,1
3423,7167,1,30,12500,234000,1,2,6,2,767,Firms,814,0
3424,7168,1,27,7000,234000,1,2,4,2,767,Shops,1736,1
3424,7169,1,33,12500,234000,1,2,6,2,767,Shops,1359,0
3425,7170,1,25,7000,234000,1,2,4,2,769,Firms,272,0
3425,7171,1,32,12500,234000,1,2,6,2,769,Firms,513,1
3426,7172,1,34,12500,234000,1,2,4,2,769,Schools,2484,0
3426,7173,1,33,7000,234000,1,2,6,2,769,Firms,98,1
3427,7174,1,31,7000,234000,1,2,4,2,769,Firms,99,0
3427,7175,1,33,12500,234000,1,2,6,2,769,Firms,250,1
3428,7176,1,25,7000,234000,1,2,4,2,769,Firms,100,0
3428,7177,1,26,12500,234000,1,2,6,2,769,Firms,294,1
3429,7178,1,30,7000,234000,1,2,4,2,770,Shops,1286,1
3429,7179,1,26,12500,234000,1,2,6,2,770,Firms,794,0
3430,7180,1,28,7000,234000,1,2,4,2,770,Shops,1266,0
3430,7181,1,33,12500,234000,1,2,6,2,770,Firms,770,1
3431,7182,1,26,12500,234000,1,2,4,2,770,Shops,1620,1
3431,7183,1,29,7000,234000,1,2,6,2,770,Firms,101,0
3432,7184,1,28,7000,234000,1,2,4,2,770,Shops,1082,0
3432,7185,1,27,12500,234000,1,2,6,2,770,Firms,456,1
3433,7186,1,32,12500,234000,1,2,4,2,770,Firms,682,0
3433,7187,1,33,7000,234000,1,2,6,2,770,Firms,102,1
3434,7188,1,34,7000,234000,1,2,4,2,773,Firms,92,0
3434,7189,1,34,12500,234000,1,2,6,2,773,Firms,499,1
3435,7190,1,33,7000,234000,1,2,4,2,773,Firms,499,1
3435,7191,1,31,12500,234000,1,2,6,2,773,Firms,578,0
3436,7192,1,27,7000,234000,1,2,4,2,774,Shops,1938,0
3436,7193,1,33,12500,234000,1,2,6,2,774,Firms,991,1
3437,7194,1,25,12500,234000,1,2,4,2,774,Firms,413,1
3437,7195,1,26,7000,234000,1,2,6,2,774,Firms,103,0
3438,7196,1,32,7000,234000,1,2,4,2,775,Shops,1883,1
3438,7197,1,34,12500,234000,1,2,6,2,775,Firms,328,0
3439,7198,1,25,7000,234000,1,2,4,2,775,Shops,1355,0
3439,7199,1,27,12500,234000,1,2,6,2,775,Shops,1432,1
3440,7200,1,29,12500,234000,1,2,4,2,775,Shops,1509,1
3440,7201,1,34,7000,234000,1,2,6,2,775,Firms,104,0
3441,7202,1,26,12500,234000,1,2,4,2,781,Shops,1798,0
3441,7203,1,28,7000,234000,1,2,6,2,781,Shops,1798,1
3442,7204,1,32,12500,234000,1,2,4,2,781,Firms,640,0
3442,7205,1,25,7000,234000,1,2,6,2,781,Firms,105,1
3443,7206,1,29,7000,234000,1,2,4,2,781,Shops,1789,0
3443,7207,1,29,12500,234000,1,2,6,2,781,Firms,879,1
3444,7208,1,34,12500,234000,1,2,4,2,781,Firms,232,1
3444,7209,1,28,7000,234000,1,2,6,2,781,Firms,448,0
3445,7210,1,29,12500,234000,1,2,4,2,781,Firms,504,0
3445,7211,1,29,7000,234000,1,2,6,2,781,Firms,884,1
3446,7212,1,26,7000,234000,1,2,4,2,782,Firms,181,1
3446,7213,1,31,12500,234000,1,2,6,2,782,Shops,1325,0
3447,7214,1,34,7000,234000,1,2,4,2,783,Firms,478,0
3447,7215,1,29,12500,234000,1,2,6,2,783,Firms,572,1
3448,7216,1,29,12500,234000,1,2,4,2,783,Shops,1672,0
3448,7217,1,28,7000,234000,1,2,6,2,783,Firms,106,1
3449,7218,1,32,12500,234000,1,2,4,2,783,Firms,874,1
3449,7219,1,31,7000,234000,1,2,6,2,783,Firms,107,0
3450,7220,1,28,7000,234000,1,2,4,2,784,Firms,798,1
3450,7221,1,26,12500,234000,1,2,6,2,784,Firms,52,0
3451,7222,1,33,7000,234000,1,2,4,2,785,Firms,831,0
3451,7223,1,28,12500,234000,1,2,6,2,785,Firms,223,1
3452,7224,1,34,12500,234000,1,2,4,2,785,Firms,783,1
3452,7225,1,27,7000,234000,1,2,6,2,785,Firms,108,0
3453,7226,1,27,7000,234000,1,2,4,2,785,Shops,1898,1
3453,7227,1,33,12500,234000,1,2,6,2,785,Shops,1788,0
3454,7228,1,29,7000,234000,1,2,4,2,785,Firms,109,1
3454,7229,1,32,12500,234000,1,2,6,2,785,Firms,935,0
3455,7230,1,27,12500,234000,1,2,4,2,790,Shops,1905,1
3455,7231,1,27,7000,234000,1,2,6,2,790,Firms,110,0
3456,7232,1,26,12500,234000,1,2,4,2,790,Shops,1523,0
3456,7233,1,31,7000,234000,1,2,6,2,790,Firms,111,1
3457,7234,1,34,12500,234000,1,2,4,2,790,Shops,1704,0
3457,7235,1,27,7000,234000,1,2,6,2,790,Shops,1829,1
3458,7236,1,28,7000,234000,1,2,4,2,790,Firms,586,1
3458,7237,1,26,12500,234000,1,2,6,2,790,Firms,414,0
3459,7238,1,32,7000,234000,1,2,4,2,791,Firms,112,1
3459,7239,1,30,12500,234000,1,2,6,2,791,Firms,639,0
3460,7240,1,28,12500,234000,1,2,4,2,791,Firms,475,1
3460,7241,1,29,7000,234000,1,2,6,2,791,Firms,113,0
3461,7242,1,34,7000,234000,1,2,4,2,796,Firms,114,0
3461,7243,1,30,12500,234000,1,2,6,2,796,Firms,686,1
3462,7244,1,29,7000,234000,1,2,4,2,796,Firms,115,0
3462,7245,1,25,12500,234000,1,2,6,2,796,Firms,327,1
3463,7246,1,31,7000,234000,1,2,4,2,801,Firms,147,0
3463,7247,1,27,12500,234000,1,2,6,2,801,Firms,246,1
3464,7248,1,25,7000,234000,1,2,4,2,801,Firms,116,0
3464,7249,1,27,12500,234000,1,2,6,2,801,Firms,50,1
3465,7250,1,32,7000,234000,1,2,4,2,803,Firms,382,1
3465,7251,1,25,12500,234000,1,2,6,2,803,Shops,1217,0
3466,7252,1,30,7000,234000,1,2,4,2,803,Shops,1939,1
3466,7253,1,33,12500,234000,1,2,6,2,803,Firms,882,0
3467,7254,1,26,7000,234000,1,2,4,2,803,Firms,117,0
3467,7255,1,30,12500,234000,1,2,6,2,803,Firms,372,1
3468,7256,1,31,12500,234000,1,2,4,2,803,Firms,338,0
3468,7257,1,29,7000,234000,1,2,6,2,803,Firms,878,1
3469,7258,1,26,7000,234000,1,2,4,2,804,Shops,1799,1
3469,7259,1,32,12500,234000,1,2,6,2,804,Shops,1763,0
3470,7260,1,33,7000,234000,1,2,4,2,804,Shops,1741,1
3470,7261,1,25,12500,234000,1,2,6,2,804,Firms,726,0
3471,7262,1,30,12500,234000,1,2,4,2,804,Firms,88,0
3471,7263,1,31,7000,234000,1,2,6,2,804,Firms,574,1
3472,7264,1,27,12500,234000,1,2,4,2,806,Firms,373,0
3472,7265,1,27,7000,234000,1,2,6,2,806,Firms,406,1
