HHD,PID,Gender,Age,Income,Hhd_income,License,Status,Education,Edu_year,Edu_durati,Hhd_size,WS,ID,Rela,Property,Residence,LiveLong,LiveLat,WELong,WELat,Max_Fri,Min_Fri
436,743,1,11,0,171000,0,1,2,6,6,3,Schools,2481,11,0,34,116.4895796,39.87801878,116.4895796,39.93835031,19,8
437,744,1,22,9000,346137,1,2,4,0,0,3,Businessmen,1903,11,0,1797,115.7209975,39.8579026,116.8941173,40.07903898,2,1
437,745,1,26,19845,346137,1,2,7,0,0,3,Schools,2053,1,1,1797,115.7209975,39.8579026,115.8770504,40.08908436,2,1
437,746,1,22,0,346137,1,1,9,1,3,3,Schools,2360,11,0,1797,115.7209975,39.8579026,116.2156955,40.07903898,8,2
438,747,1,19,5250,171000,1,2,4,0,0,3,Firms,50,1,1,1796,116.620064,39.86796106,116.4895796,39.99865868,8,2
438,748,1,31,9000,171000,1,2,7,0,0,3,Firms,820,11,0,1796,116.620064,39.86796106,116.9593618,40.14934794,2,1
438,749,1,12,0,171000,0,1,3,1,3,3,Schools,2212,11,0,1796,116.620064,39.86796106,116.5939652,39.95845553,19,8
439,750,1,23,5250,171000,1,2,4,0,0,3,Firms,371,1,1,1826,116.2808837,39.71699862,117.1550459,40.30999707,2,1
439,751,1,34,9000,171000,1,2,7,0,0,3,Firms,291,11,0,1826,116.2808837,39.71699862,116.3460874,39.89813205,19,8
439,752,1,18,0,171000,0,1,7,1,4,3,Schools,2282,11,0,1826,116.2808837,39.71699862,116.2026599,39.87801878,19,8
440,753,1,19,5250,171000,1,2,4,0,0,3,Firms,195,1,1,1312,116.4243493,39.97855828,116.6722636,40.08908436,2,1
440,754,1,32,9000,171000,1,2,7,0,0,3,Firms,777,11,0,1312,116.4243493,39.97855828,116.5156743,40.03885287,2,1
440,755,1,15,0,171000,0,1,5,1,3,3,Schools,2426,11,0,1312,116.4243493,39.97855828,116.4634864,39.9685072,2,1
441,756,1,18,15592,250100,1,2,4,0,0,3,Schools,2054,11,0,1312,116.4243493,39.97855828,116.4113045,39.82772264,19,8
441,757,1,27,5250,250100,1,2,7,0,0,3,Businessmen,1785,11,0,1312,116.4243493,39.97855828,116.620064,40.05894688,2,1
441,758,1,20,0,250100,0,1,7,3,4,3,Schools,2274,1,1,1312,116.4243493,39.97855828,116.6722636,39.98860877,19,8
442,759,1,24,13891,274688,1,2,4,0,0,3,Schools,2055,11,0,886,116.4113045,39.82772264,116.620064,39.91824252,2,1
442,760,1,27,9000,274688,1,2,7,0,0,3,Firms,430,1,1,886,116.4113045,39.82772264,116.4113045,39.73713826,2,1
442,761,1,24,0,274688,0,1,9,3,3,3,Schools,2361,11,0,886,116.4113045,39.82772264,116.7505658,40.67142315,40,20
443,762,1,22,5250,164400,1,2,4,0,0,3,Firms,401,1,1,886,116.4113045,39.82772264,116.2808837,39.86796106,2,1
443,763,1,26,8450,164400,1,2,7,0,0,3,Schools,2056,11,0,886,116.4113045,39.82772264,116.3591298,40.05894688,19,8
443,764,1,14,0,164400,0,1,3,3,3,3,Schools,2250,11,0,886,116.4113045,39.82772264,116.0462943,39.68678201,40,20
444,765,1,0,0,228550,0,1,0,1,3,3,0,0,3,0,886,116.4113045,39.82772264,0,0,40,20
444,766,1,24,13796,228550,1,2,4,0,0,3,Schools,1986,1,1,886,116.4113045,39.82772264,116.3852162,39.89813205,19,8
444,767,1,28,5250,228550,1,2,7,0,0,3,Businessmen,1781,11,0,886,116.4113045,39.82772264,116.4634864,39.74720669,40,20
445,768,1,20,13833,229001,1,2,4,0,0,3,Schools,1989,11,0,1429,116.4373946,39.83778341,116.4634864,39.92829675,40,20
445,769,1,29,5250,229001,1,2,7,0,0,3,Businessmen,1828,11,0,1429,116.4373946,39.83778341,116.6592135,39.92829675,40,20
445,770,1,20,0,229001,0,1,7,3,4,3,Schools,2275,1,0,1429,116.4373946,39.83778341,116.6592135,40.03885287,40,20
446,771,1,23,5250,171000,1,2,4,0,0,3,Schools,2059,11,0,1445,116.2548064,39.86796106,116.1374932,40.09912929,40,20
446,772,1,34,9000,171000,1,2,7,0,0,3,Firms,150,1,1,1445,116.2548064,39.86796106,116.4895796,40.00870803,19,8
446,773,1,17,0,171000,0,1,5,3,3,3,Schools,2430,11,0,1445,116.2548064,39.86796106,116.6461635,40.14934794,2,1
447,774,1,20,9000,281044,1,2,4,0,0,3,Schools,2483,1,1,1153,116.1374932,40.06899316,116.2417688,40.19955779,40,20
447,775,1,33,14420,281044,1,2,7,0,0,3,Schools,2060,11,0,1153,116.1374932,40.06899316,116.2287318,40.07903898,40,20
447,776,1,23,0,281044,0,1,9,2,3,3,Schools,2334,11,0,1153,116.1374932,40.06899316,116.4895796,39.98860877,2,1
448,777,1,19,16812,264739,1,2,4,0,0,3,Schools,2061,11,0,1153,116.1374932,40.06899316,116.4634864,39.98860877,2,1
448,778,1,34,5250,264739,1,2,7,0,0,3,Businessmen,1746,1,1,1153,116.1374932,40.06899316,116.3852162,39.79753552,8,2
448,779,1,5,0,264739,0,1,1,3,3,3,Schools,2461,3,0,1153,116.1374932,40.06899316,116.5939652,39.91824252,40,20
449,780,1,22,9000,349142,1,2,4,0,0,3,Businessmen,1900,1,1,482,116.0723467,39.72706891,116.2156955,39.98860877,2,1
449,781,1,27,20095,349142,1,2,7,0,0,3,Schools,2062,11,0,482,116.0723467,39.72706891,116.6722636,39.81766108,19,8
449,782,1,16,0,349142,0,1,5,2,3,3,Schools,2421,11,0,482,116.0723467,39.72706891,116.7766667,39.60615975,19,8
450,783,1,24,5250,171000,1,2,4,0,0,3,Firms,542,11,0,482,116.0723467,39.72706891,116.1765909,40.07903898,8,2
450,784,1,28,9000,171000,1,2,7,0,0,3,Firms,269,1,0,482,116.0723467,39.72706891,116.3069634,40.15939055,19,8
450,785,1,14,0,171000,0,1,3,3,3,3,Schools,2148,11,0,482,116.0723467,39.72706891,116.3852162,40.2296802,2,1
451,786,1,23,5250,208297,1,2,4,0,0,3,Firms,730,11,0,362,116.4634864,39.99865868,116.2026599,39.82772264,40,20
451,787,1,26,12108,208297,1,2,7,0,0,3,Schools,2063,1,1,362,116.4634864,39.99865868,116.4895796,39.90818763,2,1
451,788,1,14,0,208297,0,1,3,3,3,3,Schools,2137,11,0,362,116.4634864,39.99865868,116.2939233,39.95845553,19,8
452,789,1,21,23893,349712,1,2,4,0,0,3,Schools,2065,1,1,362,116.4634864,39.99865868,116.2287318,40.05894688,2,1
452,790,1,29,5250,349712,1,2,7,0,0,3,Schools,2064,11,0,362,116.4634864,39.99865868,116.3591298,39.80759871,19,8
452,791,1,14,0,349712,0,1,3,3,3,3,Schools,2250,11,0,362,116.4634864,39.99865868,116.0462943,39.68678201,19,8
453,792,1,19,9000,393057,1,2,4,0,0,3,Businessmen,1529,1,1,169,116.4504403,40.01875684,116.5939652,39.68678201,2,1
453,793,1,27,23755,393057,1,2,7,0,0,3,Schools,2066,11,0,169,116.4504403,40.01875684,116.7505658,39.92829675,2,1
453,794,1,15,0,393057,0,1,5,1,3,3,Schools,2426,11,0,169,116.4504403,40.01875684,116.4634864,39.9685072,19,8
454,795,1,18,20842,358100,1,2,4,0,0,3,Schools,2067,1,1,573,116.1896251,40.14934794,116.7375153,39.83778341,19,8
454,796,1,28,9000,358100,1,2,7,0,0,3,Firms,421,11,0,573,116.1896251,40.14934794,116.2808837,39.90818763,8,2
454,797,1,15,0,358100,0,1,5,1,3,3,Schools,2444,11,0,573,116.1896251,40.14934794,116.6070145,39.90818763,19,8
455,798,1,23,9000,171000,1,2,4,0,0,3,Firms,719,11,0,573,116.1896251,40.14934794,115.9942008,40.09912929,2,1
455,799,1,33,5250,171000,1,2,7,0,0,3,Schools,2125,1,0,573,116.1896251,40.14934794,116.868018,40.27987959,40,20
455,800,1,17,0,171000,0,1,5,3,3,3,Schools,2429,11,0,573,116.1896251,40.14934794,116.5156743,39.82772264,2,1
456,801,1,23,13073,264870,1,2,4,0,0,3,Schools,2126,11,0,1338,116.5417702,39.91824252,116.620064,40.38026729,2,1
456,802,1,33,9000,264870,1,2,7,0,0,3,Firms,114,1,1,1338,116.5417702,39.91824252,116.5548186,39.98860877,2,1
456,803,1,11,0,264870,0,1,2,6,6,3,Schools,1977,3,0,1338,116.5417702,39.91824252,116.3982601,40.11921792,19,8
457,804,1,19,5250,184677,1,2,4,0,0,3,Businessmen,1394,1,1,1338,116.5417702,39.91824252,116.4895796,40.05894688,19,8
457,805,1,33,10140,184677,1,2,7,0,0,3,Schools,2127,11,0,1338,116.5417702,39.91824252,116.2156955,39.92829675,19,8
457,806,1,15,0,184677,0,1,5,1,3,3,Schools,2445,11,0,1338,116.5417702,39.91824252,116.3721728,39.64647925,8,2
458,807,1,18,5250,171000,1,2,4,0,0,3,Firms,809,11,0,1338,116.5417702,39.91824252,116.5417702,39.8579026,40,20
458,808,1,26,9000,171000,1,2,7,0,0,3,Schools,2128,1,1,1338,116.5417702,39.91824252,116.2156955,39.9685072,40,20
458,809,1,9,0,171000,0,1,2,4,6,3,Schools,2090,11,0,1338,116.5417702,39.91824252,116.8158178,40.29995806,19,8
459,810,1,20,5250,359801,1,2,4,0,0,3,Firms,50,11,0,1796,116.620064,39.86796106,116.4895796,39.99865868,2,1
459,811,1,34,24733,359801,1,2,7,0,0,3,Schools,2129,1,1,1796,116.620064,39.86796106,116.0202456,39.86796106,40,20
459,812,1,20,0,359801,0,1,7,3,4,3,Schools,2321,11,0,1796,116.620064,39.86796106,116.5678672,39.81766108,19,8
460,813,1,1,0,171000,0,1,0,2,3,3,0,0,3,0,304,116.4634864,40.16943283,0,0,19,8
460,814,1,22,9000,171000,1,2,4,0,0,3,Schools,2130,1,1,304,116.4634864,40.16943283,116.3591298,39.98860877,2,1
460,815,1,32,5250,171000,1,2,7,0,0,3,Businessmen,1788,11,0,304,116.4634864,40.16943283,116.2678448,39.70692738,2,1
461,816,1,22,8775,213301,1,2,4,0,0,3,Schools,2131,11,0,304,116.4634864,40.16943283,116.3069634,39.91824252,40,20
461,817,1,29,9000,213301,1,2,7,0,0,3,Schools,2132,1,1,304,116.4634864,40.16943283,116.2156955,40.03885287,40,20
461,818,1,9,0,213301,0,1,2,4,6,3,Schools,2097,11,0,304,116.4634864,40.16943283,116.3982601,39.86796106,19,8
462,819,1,18,9000,264753,1,2,4,0,0,3,Businessmen,1615,1,1,304,116.4634864,40.16943283,116.0853743,39.82772264,8,2
462,820,1,28,13063,264753,1,2,7,0,0,3,Schools,2133,11,0,304,116.4634864,40.16943283,116.3200042,40.08908436,2,1
462,821,1,16,0,264753,0,1,5,2,3,3,Schools,2446,11,0,304,116.4634864,40.16943283,116.3069634,40.04890012,8,2
463,822,1,18,23570,390834,1,2,4,0,0,3,Schools,2134,11,0,808,115.9811798,40.49069056,116.3069634,39.90818763,8,2
463,823,1,32,9000,390834,1,2,7,0,0,3,Firms,256,1,1,808,115.9811798,40.49069056,116.3982601,40.06899316,40,20
463,824,1,16,0,390834,0,1,5,2,3,3,Schools,2447,11,0,808,115.9811798,40.49069056,116.3069634,39.90818763,2,1
464,825,1,22,8081,204977,1,2,4,0,0,3,Schools,2135,1,1,1442,116.3852162,39.81766108,116.5939652,39.92829675,2,1
464,826,1,30,9000,204977,1,2,7,0,0,3,Firms,54,11,0,1442,116.3852162,39.81766108,116.7244649,39.81766108,19,8
464,827,1,22,0,204977,0,1,9,1,3,3,Schools,2361,11,0,1442,116.3852162,39.81766108,116.7505658,40.67142315,40,20
465,828,1,23,9000,207568,1,2,4,0,0,3,Firms,44,1,1,1422,115.9291064,40.19955779,116.2156955,39.86796106,2,1
465,829,1,33,8297,207568,1,2,7,0,0,3,Schools,2136,11,0,1422,115.9291064,40.19955779,116.5417702,39.79753552,2,1
465,830,1,9,0,207568,0,1,2,4,6,3,Schools,1978,11,0,1422,115.9291064,40.19955779,116.5026268,39.63640098,2,1
466,831,1,19,5250,171000,1,2,4,0,0,3,Schools,2137,1,1,816,116.3591298,39.9685072,116.2939233,39.95845553,19,8
466,832,1,34,9000,171000,1,2,7,0,0,3,Firms,105,11,0,816,116.3591298,39.9685072,116.4243493,40.18951644,8,2
466,833,1,17,0,171000,0,1,5,3,3,3,Schools,2429,11,0,816,116.3591298,39.9685072,116.5156743,39.82772264,40,20
467,834,1,23,9000,171000,1,2,4,0,0,3,Firms,72,1,1,816,116.3591298,39.9685072,116.3069634,40.06899316,40,20
467,835,1,30,5250,171000,1,2,7,0,0,3,Firms,922,11,0,816,116.3591298,39.9685072,116.3852162,40.18951644,2,1
467,836,1,12,0,171000,0,1,3,1,3,3,Schools,2223,11,0,816,116.3591298,39.9685072,117.2202502,40.26984011,19,8
468,837,1,20,18579,330953,1,2,4,0,0,3,Schools,2138,11,0,816,116.3591298,39.9685072,116.2417688,39.95845553,19,8
468,838,1,27,9000,330953,1,2,7,0,0,3,Firms,833,1,1,816,116.3591298,39.9685072,116.2417688,40.19955779,19,8
468,839,1,11,0,330953,0,1,2,6,6,3,Schools,1979,11,0,816,116.3591298,39.9685072,116.1244622,39.71699862,8,2
469,840,1,19,13073,264881,1,2,4,0,0,3,Schools,2139,11,0,858,116.7244649,39.92829675,116.5939652,39.97855828,19,8
469,841,1,32,9000,264881,1,2,7,0,0,3,Firms,495,1,1,858,116.7244649,39.92829675,116.3852162,39.58599345,2,1
469,842,1,10,0,264881,0,1,2,5,6,3,Schools,2086,3,0,858,116.7244649,39.92829675,115.955141,39.78747148,2,1
470,843,1,23,9000,171000,1,2,4,0,0,3,Firms,692,1,1,1142,116.4765328,40.01875684,116.5548186,40.06899316,19,8
470,844,1,25,5250,171000,1,2,7,0,0,3,Firms,125,11,0,1142,116.4765328,40.01875684,116.4895796,40.17947479,2,1
470,845,1,14,0,171000,0,1,3,3,3,3,Schools,2133,11,0,1142,116.4765328,40.01875684,116.3200042,40.08908436,2,1
471,846,1,0,0,362119,0,1,0,1,3,3,0,0,3,0,1142,116.4765328,40.01875684,0,0,2,1
471,847,1,18,21177,362119,1,2,4,0,0,3,Schools,2140,11,0,1142,116.4765328,40.01875684,116.5026268,40.02880511,19,8
471,848,1,29,9000,362119,1,2,7,0,0,3,Firms,755,1,1,1142,116.4765328,40.01875684,116.4243493,40.18951644,40,20
472,849,1,21,17358,316301,1,2,4,0,0,3,Schools,2141,1,1,148,116.0593201,39.82772264,116.7897171,39.72706891,2,1
472,850,1,26,9000,316301,1,2,7,0,0,3,Firms,727,11,0,148,116.0593201,39.82772264,116.1765909,40.11921792,2,1
472,851,1,6,0,316301,0,1,2,1,6,3,Schools,1980,11,0,148,116.0593201,39.82772264,116.3982601,39.92829675,19,8
473,852,1,21,9000,397738,1,2,4,0,0,3,Businessmen,1079,11,0,1432,116.4634864,39.70692738,116.6461635,40.20959886,19,8
473,853,1,33,24145,397738,1,2,7,0,0,3,Schools,2142,1,1,1432,116.4634864,39.70692738,116.3721728,39.98860877,2,1
473,854,1,13,0,397738,0,1,3,2,3,3,Schools,2223,11,0,1432,116.4634864,39.70692738,117.2202502,40.26984011,2,1
474,855,1,21,9000,252590,1,2,4,0,0,3,Businessmen,1961,11,0,1289,116.0984028,39.89813205,116.4895796,40.13930497,2,1
474,856,1,34,12049,252590,1,2,7,0,0,3,Schools,2143,1,1,1289,116.0984028,39.89813205,116.5809161,39.95845553,2,1
474,857,1,18,0,252590,0,1,7,1,4,3,Schools,2275,11,0,1289,116.0984028,39.89813205,116.6592135,40.03885287,2,1
475,858,1,24,5250,309823,1,2,4,0,0,3,Firms,63,1,1,1289,116.0984028,39.89813205,116.5156743,40.26984011,2,1
475,859,1,27,20569,309823,1,2,7,0,0,3,Schools,2144,11,0,1289,116.0984028,39.89813205,116.9593618,40.19955779,19,8
475,860,1,10,0,309823,0,1,2,5,6,3,Schools,1980,11,0,1289,116.0984028,39.89813205,116.3982601,39.92829675,19,8
476,861,1,22,5250,171000,1,2,4,0,0,3,Firms,238,1,1,105,117.1941702,40.33007471,116.150525,39.62632165,19,8
476,862,1,25,9000,171000,1,2,7,0,0,3,Firms,555,11,0,105,117.1941702,40.33007471,116.0202456,39.65655647,19,8
476,863,1,15,0,171000,0,1,5,1,3,3,Schools,2485,11,0,105,117.1941702,40.33007471,116.4895796,39.73713826,2,1
477,864,1,20,9000,171000,1,2,4,0,0,3,Firms,211,1,1,310,116.5417702,40.08908436,116.5156743,40.00870803,19,8
477,865,1,33,5250,171000,1,2,7,0,0,3,Schools,2145,11,0,310,116.5417702,40.08908436,116.4113045,39.88807577,19,8
477,866,1,21,0,171000,1,1,7,4,4,3,Schools,2317,11,0,310,116.5417702,40.08908436,116.4504403,39.69685518,2,1
478,867,1,23,24079,351949,1,2,4,0,0,3,Schools,2146,1,0,1040,116.6070145,40.02880511,116.3982601,39.70692738,19,8
478,868,1,31,5250,351949,1,2,7,0,0,3,Businessmen,1441,11,0,1040,116.6070145,40.02880511,116.3330455,39.99865868,2,1
478,869,1,9,0,351949,0,1,2,4,6,3,Schools,1981,11,0,1040,116.6070145,40.02880511,116.3330455,40.03885287,8,2
479,870,1,19,9000,352910,1,2,4,0,0,3,Businessmen,1190,1,0,1040,116.6070145,40.02880511,116.3200042,39.92829675,8,2
479,871,1,30,20409,352910,1,2,7,0,0,3,Schools,2147,11,0,1040,116.6070145,40.02880511,116.3721728,39.92829675,2,1
479,872,1,9,0,352910,0,1,2,4,6,3,Schools,2081,11,0,1040,116.6070145,40.02880511,116.5417702,39.74720669,2,1
480,873,1,20,5250,171000,1,2,4,0,0,3,Schools,2148,1,1,1332,116.0462943,39.87801878,116.3852162,40.2296802,19,8
480,874,1,29,9000,171000,1,2,7,0,0,3,Firms,847,11,0,1332,116.0462943,39.87801878,116.4373946,39.70692738,19,8
480,875,1,16,0,171000,0,1,5,2,3,3,Schools,2427,11,0,1332,116.0462943,39.87801878,116.4895796,39.88807577,40,20
481,876,1,18,5250,171000,1,2,4,0,0,3,Schools,2149,11,0,1361,115.8510292,39.74720669,115.8900627,39.8579026,19,8
481,877,1,34,9000,171000,1,2,7,0,0,3,Businessmen,1865,1,1,1361,115.8510292,39.74720669,116.5809161,39.94840323,2,1
481,878,1,16,0,171000,0,1,5,2,3,3,Schools,2485,11,0,1361,115.8510292,39.74720669,116.4895796,39.73713826,19,8
482,879,1,24,5250,171000,1,2,4,0,0,3,Firms,531,1,1,1697,116.3591298,39.88807577,116.6331137,40.19955779,40,20
482,880,1,29,9000,171000,1,2,7,0,0,3,Firms,94,11,0,1697,116.3591298,39.88807577,116.6722636,40.16943283,8,2
482,881,1,7,0,171000,0,1,2,2,6,3,Schools,2108,11,0,1697,116.3591298,39.88807577,116.1635576,39.81766108,19,8
483,882,1,24,5250,175610,1,2,4,0,0,3,Firms,63,1,1,1697,116.3591298,39.88807577,116.5156743,40.26984011,2,1
483,883,1,27,9384,175610,1,2,7,0,0,3,Schools,2150,11,0,1697,116.3591298,39.88807577,116.3330455,39.89813205,2,1
483,884,1,9,0,175610,0,1,2,4,6,3,Schools,1982,11,0,1697,116.3591298,39.88807577,116.2678448,40.01875684,2,1
484,885,1,19,21248,362971,1,2,4,0,0,3,Schools,2151,11,0,1697,116.3591298,39.88807577,116.4634864,39.8579026,19,8
484,886,1,27,9000,362971,1,2,7,0,0,3,Firms,665,1,1,1697,116.3591298,39.88807577,116.5939652,40.19955779,19,8
484,887,1,21,0,362971,0,1,7,4,4,3,Schools,2276,11,0,1697,116.3591298,39.88807577,116.4113045,40.08908436,2,1
485,888,1,18,8660,211918,1,2,4,0,0,3,Schools,2152,11,0,1697,116.3591298,39.88807577,116.5417702,39.8579026,19,8
485,889,1,26,9000,211918,1,2,7,0,0,3,Schools,2153,1,1,1697,116.3591298,39.88807577,116.4243493,40.02880511,40,20
485,890,1,7,0,211918,0,1,2,2,6,3,Schools,2094,11,0,1697,116.3591298,39.88807577,116.2808837,39.95845553,2,1
486,891,1,20,9000,171000,1,2,4,0,0,3,Firms,432,11,0,873,116.5156743,40.19955779,116.4373946,40.11921792,19,8
486,892,1,31,5250,171000,1,2,7,0,0,3,Firms,194,1,0,873,116.5156743,40.19955779,116.2939233,39.97855828,2,1
486,893,1,18,0,171000,0,1,7,1,4,3,Schools,2283,11,0,873,116.5156743,40.19955779,116.3852162,40.01875684,2,1
487,894,1,18,17837,322043,1,2,4,0,0,3,Schools,2154,1,1,550,116.1896251,39.90818763,116.2026599,39.94840323,2,1
487,895,1,34,9000,322043,1,2,7,0,0,3,Firms,526,11,0,550,116.1896251,39.90818763,116.2026599,40.20959886,2,1
487,896,1,7,0,322043,0,1,2,2,6,3,Schools,1983,11,0,550,116.1896251,39.90818763,116.6070145,39.84784339,40,20
488,897,1,23,9000,264463,1,2,4,0,0,3,Businessmen,1295,11,0,550,116.1896251,39.90818763,116.3460874,40.15939055,19,8
488,898,1,32,13039,264463,1,2,7,0,0,3,Schools,2155,1,1,550,116.1896251,39.90818763,116.2548064,39.87801878,2,1
488,899,1,6,0,264463,0,1,2,1,6,3,Schools,2087,3,0,550,116.1896251,39.90818763,116.3069634,39.66663267,19,8
489,900,1,19,5250,171000,1,2,4,0,0,3,Schools,2156,11,0,1077,116.620064,39.75727422,116.4113045,39.9685072,40,20
489,901,1,33,9000,171000,1,2,7,0,0,3,Firms,571,1,0,1077,116.620064,39.75727422,116.4765328,40.08908436,19,8
489,902,1,15,0,171000,0,1,5,1,3,3,Schools,2424,11,0,1077,116.620064,39.75727422,116.3721728,40.21963965,2,1
490,903,1,23,9000,171000,1,2,4,0,0,3,Schools,2157,11,0,1077,116.620064,39.75727422,115.8120065,40.53084713,2,1
490,904,1,28,5250,171000,1,2,7,0,0,3,Schools,2482,1,0,1077,116.620064,39.75727422,116.5678672,39.82772264,2,1
490,905,1,16,0,171000,0,1,5,2,3,3,Schools,2423,11,0,1077,116.620064,39.75727422,116.4373946,39.97855828,40,20
491,906,1,19,5250,323623,1,2,4,0,0,3,Schools,2483,1,1,858,116.7244649,39.92829675,116.2417688,40.19955779,2,1
491,907,1,25,21719,323623,1,2,7,0,0,3,Schools,2158,11,0,858,116.7244649,39.92829675,116.4765328,40.42042068,40,20
491,908,1,18,0,323623,0,1,7,1,4,3,Schools,2277,11,0,858,116.7244649,39.92829675,116.3069634,39.89813205,2,1
492,909,1,22,5250,344145,1,2,4,0,0,3,Firms,311,1,1,858,116.7244649,39.92829675,116.0332695,39.81766108,40,20
492,910,1,33,23429,344145,1,2,7,0,0,3,Schools,2159,11,0,858,116.7244649,39.92829675,116.3330455,39.78747148,8,2
492,911,1,10,0,344145,0,1,2,5,6,3,Schools,1984,11,0,858,116.7244649,39.92829675,116.3330455,40.14934794,19,8
493,912,1,24,9000,171000,1,2,4,0,0,3,Schools,2160,11,0,859,116.4243493,39.94840323,116.2417688,39.74720669,40,20
493,913,1,25,5250,171000,1,2,7,0,0,3,Businessmen,1364,11,0,859,116.4243493,39.94840323,116.4373946,39.75727422,8,2
493,914,1,22,0,171000,0,1,9,1,3,3,Schools,2336,1,1,859,116.4243493,39.94840323,116.0332695,39.86796106,2,1
494,915,1,24,5250,171000,1,2,4,0,0,3,Firms,817,1,1,859,116.4243493,39.94840323,116.3460874,39.83778341,19,8
494,916,1,32,9000,171000,1,2,7,0,0,3,Firms,699,11,0,859,116.4243493,39.94840323,116.4895796,39.80759871,19,8
494,917,1,17,0,171000,0,1,5,3,3,3,Schools,2428,11,0,859,116.4243493,39.94840323,116.3721728,39.99865868,19,8
495,918,1,19,5250,259074,1,2,4,0,0,3,Firms,42,11,0,320,116.3591298,39.94840323,116.1244622,40.18951644,19,8
495,919,1,25,16340,259074,1,2,7,0,0,3,Schools,2161,1,1,320,116.3591298,39.94840323,116.6331137,40.33007471,19,8
495,920,1,11,0,259074,0,1,2,6,6,3,Schools,1985,11,0,320,116.3591298,39.94840323,116.3721728,39.97855828,19,8
496,921,1,24,5250,296128,1,2,4,0,0,3,Firms,663,1,1,620,116.1244622,39.95845553,116.3069634,40.06899316,19,8
496,922,1,34,19427,296128,1,2,7,0,0,3,Schools,2162,11,0,620,116.1244622,39.95845553,116.5939652,40.00870803,8,2
496,923,1,23,0,296128,0,1,9,2,3,3,Schools,2361,11,0,620,116.1244622,39.95845553,116.7505658,40.67142315,8,2
497,924,1,20,5250,206774,1,2,4,0,0,3,Firms,793,11,0,620,116.1244622,39.95845553,116.1765909,40.07903898,19,8
497,925,1,32,11981,206774,1,2,7,0,0,3,Schools,2163,1,1,620,116.1244622,39.95845553,116.4243493,39.97855828,2,1
497,926,1,20,0,206774,0,1,7,3,4,3,Schools,2277,11,0,620,116.1244622,39.95845553,116.3069634,39.89813205,19,8
498,927,1,24,5250,346042,1,2,4,0,0,3,Firms,221,11,0,620,116.1244622,39.95845553,116.3852162,40.11921792,19,8
498,928,1,27,23587,346042,1,2,7,0,0,3,Schools,2164,1,1,620,116.1244622,39.95845553,116.4113045,39.93835031,2,1
498,929,1,15,0,346042,0,1,5,1,3,3,Schools,2447,11,0,620,116.1244622,39.95845553,116.3069634,39.90818763,19,8
499,930,1,22,19148,337777,1,2,4,0,0,3,Schools,2165,1,1,620,116.1244622,39.95845553,116.1244622,39.92829675,2,1
499,931,1,33,9000,337777,1,2,7,0,0,3,Firms,386,11,0,620,116.1244622,39.95845553,116.3852162,40.09912929,19,8
499,932,1,9,0,337777,0,1,2,4,6,3,Schools,1985,11,0,620,116.1244622,39.95845553,116.3721728,39.97855828,19,8
500,933,1,1,0,399805,0,1,0,2,3,3,0,0,3,0,1170,116.6592135,39.81766108,0,0,2,1
500,934,1,18,9000,399805,1,2,4,0,0,3,Businessmen,1585,11,0,1170,116.6592135,39.81766108,116.4113045,40.27987959,2,1
500,935,1,26,24317,399805,1,2,7,0,0,3,Schools,2166,1,1,1170,116.6592135,39.81766108,116.5026268,39.82772264,19,8
501,936,1,19,15918,299017,1,2,4,0,0,3,Schools,2167,1,1,570,116.5548186,39.63640098,116.4373946,39.92829675,40,20
501,937,1,25,9000,299017,1,2,7,0,0,3,Firms,868,11,0,570,116.5548186,39.63640098,116.2156955,39.99865868,2,1
501,938,1,7,0,299017,0,1,2,2,6,3,Schools,1986,11,0,570,116.5548186,39.63640098,116.3852162,39.89813205,8,2
502,939,1,20,9000,344982,1,2,4,0,0,3,Schools,2169,11,0,570,116.5548186,39.63640098,116.5939652,39.89813205,19,8
502,940,1,30,19749,344982,1,2,7,0,0,3,Schools,2168,1,1,570,116.5548186,39.63640098,116.5809161,40.07903898,19,8
502,941,1,5,0,344982,0,1,1,3,3,3,Schools,2462,3,0,570,116.5548186,39.63640098,116.5287221,39.9685072,2,1
503,942,1,20,5250,354873,1,2,4,0,0,3,Schools,2170,11,0,1445,116.2548064,39.86796106,116.7375153,39.76734085,40,20
503,943,1,33,24323,354873,1,2,7,0,0,3,Schools,2171,1,1,1445,116.2548064,39.86796106,116.2678448,39.86796106,40,20
503,944,1,13,0,354873,0,1,3,2,3,3,Schools,2138,11,0,1445,116.2548064,39.86796106,116.2417688,39.95845553,2,1
504,945,1,22,23350,388204,1,2,4,0,0,3,Schools,2172,1,1,1445,116.2548064,39.86796106,116.1765909,39.79753552,40,20
504,946,1,28,9000,388204,1,2,7,0,0,3,Firms,575,11,0,1445,116.2548064,39.86796106,116.4634864,39.95845553,19,8
504,947,1,10,0,388204,0,1,2,5,6,3,Schools,1987,11,0,1445,116.2548064,39.86796106,116.1374932,39.84784339,19,8
505,948,1,22,5250,171000,1,2,4,0,0,3,Firms,702,1,1,1445,116.2548064,39.86796106,116.5548186,39.98860877,19,8
505,949,1,30,9000,171000,1,2,7,0,0,3,Firms,323,11,0,1445,116.2548064,39.86796106,116.6722636,39.88807577,8,2
505,950,1,13,0,171000,0,1,3,2,3,3,Schools,2236,11,0,1445,116.2548064,39.86796106,116.4895796,40.09912929,2,1
