HHD,Hhd_income,Hhd_size,Residence,Property
2227,108000,1,334,1
2228,108000,1,1421,0
2229,108000,1,1001,0
2230,108000,1,1026,0
2231,108000,1,980,1
2232,108000,1,1549,1
2233,108000,1,1311,0
2234,108000,1,959,0
2235,108000,1,398,0
2236,108000,1,359,1
2237,108000,1,1809,1
2238,108000,1,750,1
2239,108000,1,1547,1
2240,108000,1,485,1
2241,108000,1,177,1
2242,108000,1,1453,1
2243,108000,1,60,1
2244,108000,1,1209,0
2245,108000,1,1272,0
2246,108000,1,1327,1
2247,108000,1,253,0
2248,108000,1,237,1
2249,108000,1,1363,1
2250,108000,1,816,0
2251,108000,1,1104,0
2252,108000,1,1751,1
2253,108000,1,1054,1
2254,108000,1,334,1
2255,108000,1,1639,0
2256,108000,1,1713,1
2257,108000,1,997,0
2258,108000,1,195,0
2259,108000,1,1080,1
2260,108000,1,810,0
2261,108000,1,492,1
2262,108000,1,506,1
2263,108000,1,1461,1
2264,210000,1,1297,1
2265,210000,1,86,1
2266,210000,1,135,1
2267,210000,1,686,0
2268,210000,1,865,0
2269,210000,1,423,1
2270,210000,1,585,1
2271,210000,1,927,1
2272,210000,1,151,1
2273,210000,1,1638,1
2274,210000,1,653,1
2275,210000,1,513,1
2276,210000,1,797,0
2277,210000,1,1214,1
2278,210000,1,754,1
2279,210000,1,284,1
2280,210000,1,455,1
2281,210000,1,898,0
2282,210000,1,650,1
2283,210000,1,133,1
2284,210000,1,844,1
2285,210000,1,570,0
2286,210000,1,772,1
2287,210000,1,296,1
2288,210000,1,1631,1
2289,210000,1,973,0
2290,210000,1,748,1
2291,210000,1,292,0
2292,210000,1,863,1
2293,210000,1,424,1
2294,210000,1,404,0
2295,210000,1,1751,1
2296,210000,1,856,1
2297,210000,1,898,0
2298,210000,1,1179,0
2299,210000,1,404,0
2300,210000,1,694,1
2301,210000,1,629,0
2302,210000,1,485,1
2303,210000,1,243,1
2304,210000,1,603,0
2305,210000,1,898,0
2306,210000,1,216,1
2307,210000,1,1011,1
2308,210000,1,669,1
2309,210000,1,164,0
2310,210000,1,186,1
2311,210000,1,1751,1
2312,210000,1,1812,1
2313,210000,1,60,1
2314,210000,1,34,1
2315,210000,1,1199,0
2316,210000,1,630,1
2317,210000,1,386,1
2318,210000,1,68,1
2319,210000,1,744,1
2320,210000,1,403,1
2321,210000,1,447,0
2322,210000,1,216,1
2323,210000,1,792,1
2324,210000,1,708,1
2325,210000,1,404,0
2326,210000,1,974,1
2327,210000,1,1186,1
2328,210000,1,1213,1
2329,210000,1,111,1
2330,210000,1,4,1
2331,210000,1,510,0
2332,210000,1,1185,1
2333,210000,1,1097,1
2334,210000,1,1367,1
2335,210000,1,1751,1
2336,150000,2,1311,0
2337,150000,2,1311,0
2338,150000,2,1311,0
2339,150000,2,1311,0
2340,150000,2,1311,0
2341,150000,2,1809,1
2342,150000,2,1809,1
2343,210000,2,1809,1
2344,210000,2,1809,1
2345,210000,2,31,1
2346,150000,2,31,1
2347,150000,2,527,1
2348,150000,2,527,1
2349,210000,1,380,1
2350,210000,1,154,1
2351,210000,1,329,1
2352,210000,1,816,1
2353,210000,1,958,1
2354,210000,1,1266,1
2355,210000,1,423,1
2356,210000,1,882,1
2357,210000,1,1493,1
2358,210000,1,607,0
2359,210000,1,741,1
2360,210000,1,164,0
2361,210000,1,1413,1
2362,210000,1,1751,1
2363,210000,1,849,1
2364,210000,1,316,1
2365,210000,1,60,1
2366,210000,1,1146,0
2367,210000,1,1392,1
2368,210000,1,1460,1
2369,210000,1,382,1
2370,210000,1,1022,1
2371,210000,1,983,1
2372,210000,1,1125,1
2373,210000,1,876,1
2374,210000,1,292,1
2375,210000,1,1664,1
2376,210000,1,797,1
2377,210000,1,619,1
2378,210000,1,1245,1
2379,210000,1,94,1
2380,210000,1,212,1
2381,210000,1,806,1
2382,210000,1,1781,1
2383,210000,1,760,0
2384,210000,1,129,1
2385,210000,1,825,1
2386,210000,1,1065,1
2387,210000,1,1114,1
2388,210000,1,1125,1
2389,210000,1,155,1
2390,210000,1,1067,1
2391,210000,1,1602,1
2392,210000,1,257,1
2393,210000,1,1760,1
2394,210000,1,1177,1
2395,210000,1,735,1
2396,210000,1,1816,1
2397,210000,1,433,1
2398,210000,1,43,1
2399,210000,1,619,1
2400,210000,1,1705,1
2401,210000,1,350,1
2402,210000,1,687,0
2403,210000,1,534,0
2404,210000,1,948,1
2405,210000,1,364,0
2406,210000,1,1097,1
2407,210000,1,135,1
2408,210000,1,780,1
2409,210000,1,712,1
2410,210000,1,568,0
2411,210000,1,927,1
2412,210000,1,417,1
2413,210000,1,1751,1
2414,210000,1,830,1
2415,210000,1,1727,1
2416,210000,1,1471,1
2417,210000,1,473,1
2418,210000,1,797,1
2419,210000,1,1424,1
2420,210000,1,830,1
2421,210000,1,759,0
2422,210000,1,708,1
2423,210000,1,353,1
2424,210000,1,727,0
2425,210000,1,1146,1
2426,210000,1,1461,1
2427,210000,1,454,1
2428,210000,1,594,1
2429,210000,1,34,1
2430,210000,1,1780,1
2431,210000,1,29,1
2432,210000,1,876,1
2433,210000,1,1631,1
2434,210000,1,714,1
2435,210000,1,1416,1
2436,210000,1,1493,1
2437,210000,1,450,0
2438,210000,1,1074,1
2439,210000,1,777,1
2440,210000,1,1146,1
2441,210000,1,930,1
2442,210000,1,1686,1
2443,210000,1,1436,1
2444,210000,1,964,1
2445,210000,1,619,1
2446,210000,1,1806,1
2447,210000,1,1780,1
2448,210000,1,271,1
2449,210000,1,1413,1
2450,210000,1,1287,1
2451,210000,1,271,1
2452,210000,1,1447,1
2453,210000,1,1021,1
2454,210000,1,1102,1
2455,210000,1,898,0
2456,210000,1,797,1
2457,210000,1,1442,1
2458,210000,1,406,1
2459,210000,1,1686,1
2460,210000,1,1254,0
2461,210000,1,1610,1
2462,210000,1,1634,1
2463,210000,1,349,1
2464,210000,1,898,0
2465,210000,1,1780,1
2466,210000,1,1302,1
2467,210000,1,199,1
2468,210000,1,699,1
2469,210000,1,802,0
2470,210000,1,63,1
2471,210000,1,1187,1
2472,210000,1,1538,1
2473,210000,1,1786,1
2474,210000,1,808,1
2475,210000,1,47,1
2476,210000,1,1620,1
2477,210000,1,1098,0
2478,210000,1,334,1
2479,210000,1,962,1
2480,210000,1,1287,1
2481,210000,1,398,1
2482,210000,1,882,1
2483,210000,1,234,1
2484,210000,1,297,1
2485,210000,1,645,1
2486,210000,1,1727,1
2487,210000,1,1475,1
2488,210000,1,149,1
2489,210000,1,1139,0
2490,210000,1,735,1
2491,210000,1,398,1
2492,210000,1,924,1
2493,210000,1,1666,1
2494,210000,1,761,0
2495,210000,1,595,1
2496,210000,1,188,1
2497,210000,1,881,1
2498,210000,1,1472,1
2499,210000,1,621,1
2500,210000,1,683,0
2501,210000,1,1199,0
2502,210000,1,573,0
2503,210000,1,488,1
2504,210000,1,359,1
2505,210000,1,629,1
2506,210000,1,734,1
2507,210000,1,830,1
2508,210000,1,299,1
2509,210000,1,806,1
2510,210000,1,616,0
2511,210000,1,500,1
2512,210000,1,339,1
2513,210000,1,1585,1
2514,210000,1,72,1
2515,210000,1,72,1
2516,210000,1,1334,1
2517,210000,1,1031,1
2518,210000,1,1700,1
2519,210000,1,559,1
2520,210000,1,428,1
2521,210000,1,1713,1
2522,210000,1,1115,1
2523,210000,1,1705,1
2524,210000,1,1157,1
2525,210000,1,243,1
2526,210000,1,129,1
2527,210000,1,1650,1
2528,210000,1,385,1
2529,210000,1,1134,1
2530,210000,1,1321,1
2531,210000,1,976,0
2532,210000,1,1419,1
2533,210000,1,1502,1
2534,210000,1,1651,1
2535,210000,1,1263,1
2536,210000,1,838,1
2537,210000,1,385,1
2538,210000,1,295,1
2539,210000,1,620,1
2540,210000,1,731,1
2541,210000,1,1413,1
2542,210000,1,362,1
2543,210000,1,239,1
2544,210000,1,1334,1
2545,210000,1,1098,0
2546,210000,1,906,1
2547,210000,1,770,1
2548,210000,1,19,1
2549,210000,1,664,1
2550,210000,1,1142,1
2551,210000,1,801,0
2552,210000,1,1060,1
2553,210000,1,1333,1
2554,210000,1,415,1
2555,210000,1,428,1
2556,210000,1,728,0
2557,210000,1,868,0
2558,210000,1,1267,1
2559,210000,1,151,1
2560,210000,1,540,1
2561,210000,1,82,1
2562,210000,1,408,1
2563,210000,1,980,1
2564,210000,1,1705,1
2565,210000,1,913,1
2566,210000,1,302,1
2567,210000,1,1567,1
2568,210000,1,1786,1
2569,210000,1,1001,0
2570,210000,1,1150,1
2571,210000,1,506,1
2572,210000,1,364,0
2573,210000,1,1809,1
2574,210000,1,686,0
2575,210000,1,1040,0
2576,210000,1,1287,1
2577,210000,1,1201,1
2578,210000,1,1178,1
2579,210000,1,467,1
2580,210000,1,44,1
2581,210000,1,454,1
2582,210000,1,1427,1
2583,210000,1,898,0
2584,210000,1,562,1
2585,210000,1,1333,1
2586,210000,1,412,1
2587,210000,1,250,1
2588,210000,1,1338,1
2589,210000,1,1093,0
2590,210000,1,1631,1
2591,210000,1,240,1
2592,210000,1,770,1
2593,210000,1,770,1
2594,210000,1,1445,1
2595,210000,1,304,1
2596,210000,1,1628,1
2597,210000,1,283,1
2598,210000,1,1149,1
2599,210000,1,1386,1
2600,210000,1,760,0
2601,210000,1,1010,0
2602,210000,1,1529,1
2603,210000,1,1002,1
2604,210000,1,894,1
2605,210000,1,1549,1
2606,210000,1,1453,1
2607,210000,1,8,0
2608,210000,1,1010,0
2609,210000,1,1529,1
2610,210000,1,906,1
2611,210000,1,289,1
2612,210000,1,529,0
2613,210000,1,1461,1
2614,210000,1,8,0
2615,210000,1,1267,1
2616,210000,1,397,1
2617,210000,1,1070,1
2618,210000,1,1250,1
2619,210000,1,935,0
2620,210000,1,624,1
2621,210000,1,731,1
2622,210000,1,1391,1
2623,210000,1,327,1
2624,210000,1,1415,1
2625,210000,1,1162,1
2626,210000,1,1162,1
2627,210000,1,1241,1
2628,210000,1,1442,1
2629,210000,1,419,1
2630,210000,1,366,1
2631,210000,1,180,1
2632,210000,1,535,0
2633,210000,1,550,1
2634,210000,1,8,0
2635,210000,1,304,1
2636,210000,1,969,0
2637,210000,1,106,1
2638,210000,1,881,1
2639,210000,1,126,1
2640,210000,1,876,1
2641,210000,1,1727,1
2642,210000,1,663,0
2643,210000,1,898,0
2644,210000,1,255,1
2645,210000,1,1431,1
2646,210000,1,870,1
2647,210000,1,1060,1
2648,210000,1,690,0
2649,210000,1,772,1
2650,210000,1,428,1
2651,210000,1,770,1
2652,210000,1,1311,0
2653,210000,1,1475,1
2654,210000,1,1613,1
2655,210000,1,107,0
2656,210000,1,955,1
2657,210000,1,1800,1
2658,210000,1,815,1
2659,210000,1,1582,1
2660,210000,1,52,1
2661,210000,1,1650,1
2662,210000,1,1012,1
2663,210000,1,1138,1
2664,210000,1,1806,1
2665,210000,1,1472,1
2666,210000,1,1519,1
2667,210000,1,634,1
2668,210000,1,861,1
2669,210000,1,897,0
2670,210000,1,28,1
2671,210000,1,935,0
2672,210000,1,1727,1
2673,210000,1,424,1
2674,210000,1,1138,1
2675,210000,1,7,1
2676,210000,1,628,1
2677,210000,1,1067,1
2678,210000,1,1156,1
2679,210000,1,930,1
2680,210000,1,888,1
2681,210000,1,1056,1
2682,210000,1,403,1
2683,210000,1,203,1
2684,210000,1,1307,1
2685,210000,1,1210,1
2686,210000,1,840,0
2687,210000,1,1067,1
2688,210000,1,64,1
2689,210000,1,1665,1
2690,210000,1,282,1
2691,210000,1,1184,1
2692,210000,1,371,1
2693,210000,1,393,1
2694,210000,1,1674,1
2695,210000,1,1026,1
2696,210000,1,452,0
2697,210000,1,1806,1
2698,210000,1,107,0
2699,210000,1,506,1
2700,210000,1,618,1
2701,210000,1,1386,1
2702,210000,1,852,1
2703,210000,1,269,1
2704,210000,1,103,1
2705,210000,1,694,1
2706,210000,1,567,1
2707,210000,1,1650,1
2708,210000,1,202,1
2709,210000,1,504,1
2710,210000,1,825,1
2711,210000,1,1002,1
2712,210000,1,415,1
2713,210000,1,973,0
2714,210000,1,679,0
2715,210000,1,145,1
2716,210000,1,270,1
2717,210000,1,640,0
2718,210000,1,271,1
2719,210000,1,712,1
2720,210000,1,465,1
2721,210000,1,310,0
2722,210000,1,295,1
2723,210000,1,550,1
2724,210000,1,1727,1
2725,210000,1,1415,1
2726,210000,1,634,1
2727,210000,1,1613,1
2728,210000,1,946,1
2729,210000,1,599,1
2730,210000,1,535,0
2731,210000,1,1080,1
2732,210000,1,1402,1
2733,210000,1,919,1
2734,210000,1,1603,1
2735,210000,1,864,1
2736,210000,1,870,1
2737,210000,1,990,1
2738,210000,1,620,0
2739,234000,2,527,1
2740,234000,2,527,1
2741,234000,2,527,1
2742,234000,2,527,1
2743,234000,2,527,1
2744,234000,2,663,0
2745,234000,2,663,0
2746,234000,2,663,0
2747,234000,2,663,0
2748,234000,2,1586,1
2749,234000,2,1586,1
2750,234000,2,1586,1
2751,234000,2,1586,1
2752,234000,2,1586,1
2753,234000,2,517,1
2754,234000,2,517,1
2755,234000,2,517,1
2756,234000,2,8,0
2757,234000,2,906,1
2758,234000,2,906,1
2759,234000,2,22,1
2760,234000,2,22,1
2761,234000,2,49,1
2762,234000,2,49,1
2763,234000,2,49,1
2764,234000,2,906,1
2765,234000,2,847,1
2766,234000,2,846,1
2767,234000,2,846,1
2768,234000,2,167,1
2769,234000,2,167,1
2770,234000,2,755,0
2771,234000,2,755,0
2772,234000,2,755,0
2773,234000,2,755,0
2774,234000,2,1212,1
2775,234000,2,1212,1
2776,234000,2,334,1
2777,234000,2,334,1
2778,234000,2,334,1
2779,234000,2,334,1
2780,234000,2,334,1
2781,234000,2,334,1
2782,234000,2,334,1
2783,234000,2,1426,1
2784,234000,2,1426,1
2785,234000,2,1426,1
2786,234000,2,1426,1
2787,234000,2,1426,1
2788,234000,2,846,1
2789,234000,2,846,1
2790,234000,2,809,1
2791,234000,2,810,0
2792,234000,2,810,0
2793,234000,2,1103,1
2794,234000,2,898,0
2795,234000,2,554,1
2796,234000,2,554,1
2797,234000,2,554,1
2798,234000,2,554,1
2799,234000,2,1460,1
2800,234000,2,712,1
2801,234000,2,712,1
2802,234000,2,712,1
2803,234000,2,712,1
2804,234000,2,712,1
2805,234000,2,591,1
2806,234000,2,1781,1
2807,234000,2,1781,1
2808,234000,2,1781,1
2809,234000,2,808,1
2810,234000,2,111,1
2811,234000,2,111,1
2812,234000,2,111,1
2813,234000,2,1497,1
2814,234000,2,1497,1
2815,234000,2,1497,1
2816,234000,2,368,1
2817,234000,2,368,1
2818,234000,2,368,1
2819,234000,2,368,1
2820,234000,2,368,1
2821,234000,2,415,1
2822,234000,2,415,1
2823,234000,2,164,1
2824,234000,2,1210,1
2825,234000,2,1210,1
2826,234000,2,135,1
2827,234000,2,135,1
2828,234000,2,135,1
2829,234000,2,135,1
2830,234000,2,1266,1
2831,234000,2,1266,1
2832,234000,2,74,1
2833,234000,2,74,1
2834,234000,2,1117,1
2835,234000,2,1117,1
2836,234000,2,78,1
2837,234000,2,78,1
2838,234000,2,827,1
2839,234000,2,827,1
2840,234000,2,1442,1
2841,234000,2,1442,1
2842,234000,2,1442,1
2843,234000,2,1442,1
2844,234000,2,1442,1
2845,234000,2,404,1
2846,234000,2,404,1
2847,234000,2,404,1
2848,234000,2,735,1
2849,234000,2,735,1
2850,234000,2,899,0
2851,234000,2,897,0
2852,234000,2,1716,1
2853,234000,2,1716,1
2854,234000,2,1716,1
2855,234000,2,708,1
2856,234000,2,708,1
2857,234000,2,708,1
2858,234000,2,708,1
2859,234000,2,708,1
2860,234000,2,708,1
2861,234000,2,852,1
2862,234000,2,852,1
2863,234000,2,394,1
2864,234000,2,394,1
2865,234000,2,394,1
2866,234000,2,1175,1
2867,234000,2,1175,1
2868,234000,2,1175,1
2869,234000,2,1175,1
2870,234000,2,1175,1
2871,234000,2,585,1
2872,234000,2,585,1
2873,234000,2,26,1
2874,234000,2,26,1
2875,234000,2,26,1
2876,234000,2,266,1
2877,234000,2,266,1
2878,234000,2,266,1
2879,234000,2,266,1
2880,234000,2,1128,1
2881,234000,2,1128,1
2882,234000,2,1128,1
2883,234000,2,374,1
2884,234000,2,374,1
2885,234000,2,374,1
2886,234000,2,555,1
2887,234000,2,555,1
2888,234000,2,555,1
2889,234000,2,628,1
2890,234000,2,628,1
2891,234000,2,628,1
2892,234000,2,628,1
2893,234000,2,691,0
2894,234000,2,691,0
2895,234000,2,911,1
2896,234000,2,911,1
2897,234000,2,306,1
2898,234000,2,306,1
2899,234000,2,1760,1
2900,234000,2,1760,1
2901,234000,2,1760,1
2902,234000,2,1766,1
2903,234000,2,870,1
2904,234000,2,870,1
2905,234000,2,870,1
2906,234000,2,291,1
2907,234000,2,291,1
2908,234000,2,291,1
2909,234000,2,1545,1
2910,234000,2,1545,1
2911,234000,2,1545,1
2912,234000,2,1545,1
2913,234000,2,1545,1
2914,234000,2,748,1
2915,234000,2,748,1
2916,234000,2,748,1
2917,234000,2,143,1
2918,234000,2,143,1
2919,234000,2,143,1
2920,234000,2,1754,1
2921,234000,2,1754,1
2922,234000,2,1754,1
2923,234000,2,1754,1
2924,234000,2,1573,1
2925,234000,2,1573,1
2926,234000,2,1573,1
2927,234000,2,931,0
2928,234000,2,931,0
2929,234000,2,931,0
2930,234000,2,43,1
2931,234000,2,43,1
2932,234000,2,43,1
2933,234000,2,465,1
2934,234000,2,465,1
2935,234000,2,465,1
2936,234000,2,395,1
2937,234000,2,1070,1
2938,234000,2,1070,1
2939,234000,2,296,1
2940,234000,2,296,1
2941,234000,2,296,1
2942,234000,2,296,1
2943,234000,2,296,1
2944,234000,2,907,1
2945,234000,2,907,1
2946,234000,2,1804,1
2947,234000,2,1804,1
2948,234000,2,1804,1
2949,234000,2,892,1
2950,234000,2,892,1
2951,234000,2,892,1
2952,234000,2,1700,1
2953,234000,2,16,1
2954,234000,2,16,1
2955,234000,2,620,0
2956,234000,2,620,0
2957,234000,2,620,0
2958,234000,2,620,0
2959,234000,2,620,0
2960,234000,2,620,0
2961,234000,2,1220,1
2962,234000,2,1220,1
2963,234000,2,1220,1
2964,234000,2,1220,1
2965,234000,2,1220,1
2966,234000,2,580,1
2967,234000,2,580,1
2968,234000,2,580,1
2969,234000,2,128,1
2970,234000,2,988,1
2971,234000,2,988,1
2972,234000,2,988,1
2973,234000,2,1221,1
2974,234000,2,1221,1
2975,234000,2,1221,1
2976,234000,2,1221,1
2977,234000,2,1221,1
2978,234000,2,423,1
2979,234000,2,423,1
2980,234000,2,423,1
2981,234000,2,164,0
2982,234000,2,164,0
2983,234000,2,164,0
2984,234000,2,164,0
2985,234000,2,1498,1
2986,234000,2,1498,1
2987,234000,2,1498,1
2988,234000,2,529,1
2989,234000,2,529,1
2990,234000,2,529,1
2991,234000,2,1662,1
2992,234000,2,1807,1
2993,234000,2,1438,1
2994,234000,2,1438,1
2995,234000,2,1736,1
2996,234000,2,1736,1
2997,234000,2,1736,1
2998,234000,2,1736,1
2999,234000,2,1558,1
3000,234000,2,1558,1
3001,234000,2,1558,1
3002,234000,2,1558,1
3003,234000,2,789,1
3004,234000,2,789,1
3005,234000,2,789,1
3006,234000,2,789,1
3007,234000,2,127,1
3008,234000,2,127,1
3009,234000,2,127,1
3010,234000,2,1125,1
3011,234000,2,1125,1
3012,234000,2,1125,1
3013,234000,2,131,1
3014,234000,2,531,1
3015,234000,2,619,1
3016,234000,2,619,1
3017,234000,2,619,1
3018,234000,2,619,1
3019,234000,2,619,1
3020,234000,2,619,1
3021,234000,2,729,0
3022,234000,2,729,0
3023,234000,2,729,0
3024,234000,2,1329,1
3025,234000,2,1329,1
3026,234000,2,1329,1
3027,234000,2,1329,1
3028,234000,2,1329,1
3029,234000,2,868,0
3030,234000,2,868,0
3031,234000,2,868,0
3032,234000,2,868,0
3033,234000,2,1100,1
3034,234000,2,1100,1
3035,234000,2,195,1
3036,234000,2,195,1
3037,234000,2,195,1
3038,234000,2,195,1
3039,234000,2,195,1
3040,234000,2,913,1
3041,234000,2,913,1
3042,234000,2,913,1
3043,234000,2,1421,1
3044,234000,2,1421,1
3045,234000,2,1421,1
3046,234000,2,1374,1
3047,234000,2,1374,1
3048,234000,2,1442,1
3049,234000,2,1442,1
3050,234000,2,1442,1
3051,234000,2,1416,1
3052,234000,2,1416,1
3053,234000,2,1416,1
3054,234000,2,25,1
3055,234000,2,25,1
3056,234000,2,719,0
3057,234000,2,719,0
3058,234000,2,1461,1
3059,234000,2,1461,1
3060,234000,2,1461,1
3061,234000,2,1461,1
3062,234000,2,1461,1
3063,234000,2,1461,1
3064,234000,2,1461,1
3065,234000,2,694,1
3066,234000,2,694,1
3067,234000,2,694,1
3068,234000,2,694,1
3069,234000,2,694,1
3070,234000,2,762,0
3071,234000,2,762,0
3072,234000,2,762,0
3073,234000,2,1801,1
3074,234000,2,1801,1
3075,234000,2,963,1
3076,234000,2,963,1
3077,234000,2,1528,1
3078,234000,2,1528,1
3079,234000,2,1528,1
3080,234000,2,1528,1
3081,234000,2,39,1
3082,234000,2,39,1
3083,234000,2,39,1
3084,234000,2,793,1
3085,234000,2,793,1
3086,234000,2,793,1
3087,234000,2,793,1
3088,234000,2,793,1
3089,234000,2,793,1
3090,234000,2,110,1
3091,234000,2,110,1
3092,234000,2,110,1
3093,234000,2,110,1
3094,234000,2,1032,0
3095,234000,2,1032,0
3096,234000,2,1032,0
3097,234000,2,1032,0
3098,234000,2,1538,1
3099,234000,2,1538,1
3100,234000,2,1538,1
3101,234000,2,1538,1
3102,234000,2,1538,1
3103,234000,2,1538,1
3104,234000,2,390,1
3105,234000,2,390,1
3106,234000,2,588,1
3107,234000,2,588,1
3108,234000,2,588,1
3109,234000,2,588,1
3110,234000,2,510,1
3111,234000,2,510,1
3112,234000,2,510,1
3113,234000,2,510,1
3114,234000,2,337,1
3115,234000,2,337,1
3116,234000,2,636,1
3117,234000,2,636,1
3118,234000,2,1090,1
3119,234000,2,1090,1
3120,234000,2,528,1
3121,234000,2,528,1
3122,234000,2,528,1
3123,234000,2,528,1
3124,234000,2,528,1
3125,234000,2,643,1
3126,234000,2,643,1
3127,234000,2,869,0
3128,234000,2,869,0
3129,234000,2,93,1
3130,234000,2,93,1
3131,234000,2,575,0
3132,234000,2,575,0
3133,234000,2,56,1
3134,234000,2,56,1
3135,234000,2,56,1
3136,234000,2,734,1
3137,234000,2,734,1
3138,234000,2,734,1
3139,234000,2,734,1
3140,234000,2,734,1
3141,234000,2,734,1
3142,234000,2,86,1
3143,234000,2,86,1
3144,234000,2,86,1
3145,234000,2,263,1
3146,234000,2,263,1
3147,234000,2,1324,1
3148,234000,2,1324,1
3149,234000,2,908,1
3150,234000,2,908,1
3151,234000,2,908,1
3152,234000,2,1254,1
3153,234000,2,1254,1
3154,234000,2,1254,1
3155,234000,2,1254,1
3156,234000,2,1254,1
3157,234000,2,228,1
3158,234000,2,880,1
3159,234000,2,880,1
3160,234000,2,880,1
3161,234000,2,880,1
3162,234000,2,880,1
3163,234000,2,860,1
3164,234000,2,860,1
3165,234000,2,860,1
3166,234000,2,860,1
3167,234000,2,1385,1
3168,234000,2,1385,1
3169,234000,2,1385,1
3170,234000,2,1385,1
3171,234000,2,21,1
3172,234000,2,21,1
3173,234000,2,21,1
3174,234000,2,21,1
3175,234000,2,21,1
3176,234000,2,775,1
3177,234000,2,775,1
3178,234000,2,1578,1
3179,234000,2,1489,1
3180,234000,2,1489,1
3181,234000,2,845,0
3182,234000,2,845,0
3183,234000,2,845,0
3184,234000,2,845,0
3185,234000,2,189,1
3186,234000,2,189,1
3187,234000,2,189,1
3188,234000,2,189,1
3189,234000,2,269,1
3190,234000,2,269,1
3191,234000,2,269,1
3192,234000,2,1529,1
3193,234000,2,1529,1
3194,234000,2,1529,1
3195,234000,2,1529,1
3196,234000,2,1529,1
3197,234000,2,389,1
3198,234000,2,389,1
3199,234000,2,51,1
3200,234000,2,51,1
3201,234000,2,684,1
3202,234000,2,684,1
3203,234000,2,1813,1
3204,234000,2,1813,1
3205,234000,2,126,1
3206,234000,2,126,1
3207,234000,2,1034,0
3208,234000,2,1034,0
3209,234000,2,1034,0
3210,234000,2,502,0
3211,234000,2,502,0
3212,234000,2,502,0
3213,234000,2,736,1
3214,234000,2,736,1
3215,234000,2,736,1
3216,234000,2,154,1
3217,234000,2,154,1
3218,234000,2,154,1
3219,234000,2,1214,1
3220,234000,2,1214,1
3221,234000,2,1214,1
3222,234000,2,1214,1
3223,234000,2,451,1
3224,234000,2,451,1
3225,234000,2,270,1
3226,234000,2,270,1
3227,234000,2,657,1
3228,234000,2,1260,1
3229,234000,2,1260,1
3230,234000,2,75,1
3231,234000,2,75,1
3232,234000,2,1721,1
3233,234000,2,1721,1
3234,234000,2,1721,1
3235,234000,2,63,1
3236,234000,2,63,1
3237,234000,2,919,1
3238,234000,2,919,1
3239,234000,2,553,1
3240,234000,2,553,1
3241,234000,2,553,1
3242,234000,2,553,1
3243,234000,2,627,1
3244,234000,2,627,1
3245,234000,2,627,1
3246,234000,2,1624,1
3247,234000,2,1624,1
3248,234000,2,1624,1
3249,234000,2,1624,1
3250,234000,2,1624,1
3251,234000,2,1532,1
3252,234000,2,1532,1
3253,234000,2,1532,1
3254,234000,2,1532,1
3255,234000,2,1532,1
3256,234000,2,1532,1
3257,234000,2,1284,1
3258,234000,2,1284,1
3259,234000,2,1284,1
3260,234000,2,1284,1
3261,234000,2,1639,1
3262,234000,2,1639,1
3263,234000,2,1639,1
3264,234000,2,1639,1
3265,234000,2,1639,1
3266,234000,2,1639,1
3267,234000,2,1639,1
3268,234000,2,1223,0
3269,234000,2,1223,0
3270,234000,2,1419,1
3271,234000,2,1419,1
3272,234000,2,419,1
3273,234000,2,419,1
3274,234000,2,419,1
3275,234000,2,419,1
3276,234000,2,419,1
3277,234000,2,1564,1
3278,234000,2,1564,1
3279,234000,2,1564,1
3280,234000,2,1564,1
3281,234000,2,1564,1
3282,234000,2,1564,1
3283,234000,2,1564,1
3284,234000,2,1564,1
3285,234000,2,134,1
3286,234000,2,134,1
3287,234000,2,134,1
3288,234000,2,58,1
3289,234000,2,58,1
3290,234000,2,58,1
3291,234000,2,58,1
3292,234000,2,449,1
3293,234000,2,449,1
3294,234000,2,449,1
3295,234000,2,1021,1
3296,234000,2,1021,1
3297,234000,2,1021,1
3298,234000,2,1021,1
3299,234000,2,1021,1
3300,234000,2,760,0
3301,234000,2,760,0
3302,234000,2,1614,1
3303,234000,2,1614,1
3304,234000,2,1614,1
3305,234000,2,1614,1
3306,234000,2,1614,1
3307,234000,2,1614,1
3308,234000,2,805,0
3309,234000,2,805,0
3310,234000,2,1547,1
3311,234000,2,1268,1
3312,234000,2,1268,1
3313,234000,2,499,1
3314,234000,2,499,1
3315,234000,2,499,1
3316,234000,2,432,1
3317,234000,2,432,1
3318,234000,2,1484,1
3319,234000,2,1484,1
3320,234000,2,86,1
3321,234000,2,86,1
3322,234000,2,86,1
3323,234000,2,807,1
3324,234000,2,807,1
3325,234000,2,807,1
3326,234000,2,807,1
3327,234000,2,1238,1
3328,234000,2,1238,1
3329,234000,2,1238,1
3330,234000,2,678,1
3331,234000,2,678,1
3332,234000,2,819,1
3333,234000,2,819,1
3334,234000,2,1123,1
3335,234000,2,1123,1
3336,234000,2,100,1
3337,234000,2,100,1
3338,234000,2,1435,1
3339,234000,2,1435,1
3340,234000,2,854,1
3341,234000,2,854,1
3342,234000,2,1404,1
3343,234000,2,1404,1
3344,234000,2,1404,1
3345,234000,2,297,1
3346,234000,2,297,1
3347,234000,2,297,1
3348,234000,2,297,1
3349,234000,2,1493,1
3350,234000,2,1493,1
3351,234000,2,1493,1
3352,234000,2,1493,1
3353,234000,2,1493,1
3354,234000,2,705,1
