HID,PID,Gender,Age_group,Education,Income,License,Status,Education_detailed,Number,Long,Lat
2066,2066,1,4,3,210000,0,2,6,1,0,0
2067,2067,1,4,3,210000,0,2,6,1,0,0
2068,2068,1,4,3,210000,0,2,6,1,0,0
2069,2069,1,4,3,210000,0,2,6,1,0,0
2070,2070,1,4,3,210000,0,2,6,1,0,0
2071,2071,1,4,3,210000,0,2,6,1,0,0
2072,2072,1,4,3,210000,0,2,6,1,0,0
2073,2073,1,4,3,210000,0,2,6,1,0,0
2074,2074,1,4,3,210000,0,2,6,1,0,0
2075,2075,1,4,3,210000,0,2,6,1,0,0
2076,2076,1,4,3,210000,0,2,6,1,0,0
2077,2077,1,4,3,210000,0,2,6,1,0,0
2078,2078,1,4,3,210000,0,2,6,1,0,0
2079,2079,1,4,3,210000,0,2,6,1,0,0
2080,2080,1,4,3,210000,0,2,6,1,0,0
2081,2081,1,4,3,210000,0,2,6,1,0,0
2082,2082,1,4,3,210000,0,2,6,1,0,0
2083,2083,1,4,3,210000,0,2,6,1,0,0
2084,2084,1,4,3,210000,0,2,6,1,0,0
2085,2085,1,4,3,210000,0,2,6,1,0,0
2086,2086,1,4,3,210000,0,2,6,1,0,0
2087,2087,1,4,3,210000,0,2,6,1,0,0
2088,2088,1,4,3,210000,0,2,6,1,0,0
2089,2089,1,4,3,210000,0,2,6,1,0,0
2090,2090,1,4,3,210000,0,2,6,1,0,0
2091,2091,1,4,3,210000,0,2,6,1,0,0
2092,2092,1,4,3,210000,0,2,6,1,0,0
2093,2093,1,4,3,210000,0,2,6,1,0,0
2094,2094,1,4,3,210000,0,2,6,1,0,0
2095,2095,1,4,3,210000,0,2,6,1,0,0
2096,2096,1,4,3,210000,0,2,6,1,0,0
2097,2097,1,4,3,210000,0,2,6,1,0,0
2098,2098,1,4,3,210000,0,2,6,1,0,0
2099,2099,1,4,3,210000,0,2,6,1,0,0
2100,2100,1,4,3,210000,0,2,6,1,0,0
2101,2101,1,4,3,210000,0,2,6,1,0,0
2102,2102,1,3,1,210000,1,2,3,1,0,0
2103,2103,1,3,1,210000,1,2,3,1,0,0
2104,2104,1,3,1,210000,1,2,3,1,0,0
2105,2105,1,3,1,210000,1,2,3,1,0,0
2106,2106,1,3,1,210000,1,2,3,1,0,0
2107,2107,1,3,1,210000,1,2,3,1,0,0
2108,2108,1,3,1,210000,1,2,3,1,0,0
2109,2109,1,3,1,210000,1,2,3,1,0,0
2110,2110,1,3,1,210000,1,2,3,1,0,0
2111,2111,1,3,1,210000,1,2,3,1,0,0
2112,2112,1,3,1,210000,1,2,3,1,0,0
2113,2113,1,3,1,92000,1,2,4,1,0,0
2114,2114,1,3,1,92000,1,2,4,1,0,0
2115,2115,1,3,1,92000,1,2,4,1,0,0
2116,2116,1,3,1,92000,1,2,4,1,0,0
2117,2117,1,3,1,92000,1,2,4,1,0,0
2118,2118,1,3,1,92000,1,2,4,1,0,0
2119,2119,0,3,1,72000,1,2,4,1,0,0
2120,2120,0,3,1,72000,1,2,4,1,0,0
2121,2121,0,3,1,72000,1,2,4,1,0,0
2122,2122,0,3,1,72000,1,2,4,1,0,0
2123,2123,0,3,1,72000,1,2,4,1,0,0
2124,2124,0,3,1,72000,1,2,4,1,0,0
2125,2125,0,3,1,72000,1,2,4,1,0,0
2126,2126,0,3,1,72000,1,2,4,1,0,0
2127,2127,0,3,1,72000,1,2,4,1,0,0
2128,2128,0,3,1,72000,1,2,4,1,0,0
2129,2129,0,3,1,72000,1,2,4,1,0,0
2130,2130,0,3,1,72000,1,2,4,1,0,0
2131,2131,0,3,1,72000,1,2,4,1,0,0
2132,2132,0,3,1,72000,1,2,4,1,0,0
2133,2133,0,3,1,72000,1,2,4,1,0,0
2134,2134,0,3,1,72000,1,2,4,1,0,0
2135,2135,0,3,1,72000,1,2,4,1,0,0
2136,2136,0,3,1,72000,1,2,4,1,0,0
2137,2137,0,3,1,72000,1,2,4,1,0,0
2138,2138,0,3,1,72000,1,2,4,1,0,0
2139,2139,0,3,1,72000,1,2,4,1,0,0
2140,2140,0,3,1,72000,1,2,4,1,0,0
2141,2141,0,3,1,72000,1,2,4,1,0,0
2142,2142,0,3,1,72000,1,2,4,1,0,0
2143,2143,1,3,1,92000,1,2,4,1,0,0
2144,2144,1,3,1,92000,1,2,4,1,0,0
2145,2145,1,3,1,92000,1,2,4,1,0,0
2146,2146,1,3,1,92000,1,2,4,1,0,0
2147,2147,1,3,1,92000,1,2,4,1,0,0
2148,2148,1,2,2,92000,1,2,5,1,0,0
2149,2149,1,2,2,92000,1,2,5,1,0,0
2150,2150,1,2,2,92000,1,2,5,1,0,0
2151,2151,1,2,2,92000,1,2,5,1,0,0
2152,2152,1,2,2,92000,1,2,5,1,0,0
2153,2153,1,2,2,92000,1,2,5,1,0,0
2154,2154,1,2,2,92000,1,2,5,1,0,0
2155,2155,1,2,2,92000,1,2,5,1,0,0
2156,2156,1,2,2,92000,1,2,5,1,0,0
2157,2157,1,2,2,92000,1,2,5,1,0,0
2158,2158,1,2,2,92000,1,2,5,1,0,0
2159,2159,1,2,2,92000,1,2,5,1,0,0
2160,2160,1,3,2,92000,0,2,5,1,0,0
2161,2161,1,3,2,92000,0,2,5,1,0,0
2162,2162,1,3,2,92000,0,2,5,1,0,0
2163,2163,1,3,2,92000,0,2,5,1,0,0
2164,2164,1,3,2,92000,0,2,5,1,0,0
2165,2165,1,3,2,92000,0,2,5,1,0,0
2166,2166,1,3,2,92000,0,2,5,1,0,0
2167,2167,1,3,2,92000,0,2,5,1,0,0
2168,2168,1,3,2,92000,0,2,5,1,0,0
2169,2169,1,3,2,92000,0,2,5,1,0,0
2170,2170,1,3,2,92000,0,2,5,1,0,0
2171,2171,1,3,2,92000,0,2,5,1,0,0
2172,2172,1,3,2,92000,0,2,5,1,0,0
2173,2173,1,3,2,92000,0,2,5,1,0,0
2174,2174,1,3,2,92000,0,2,5,1,0,0
2175,2175,1,3,2,92000,0,2,5,1,0,0
2176,2176,1,3,2,92000,0,2,5,1,0,0
2177,2177,1,3,2,92000,0,2,5,1,0,0
2178,2178,1,3,2,92000,0,2,5,1,0,0
2179,2179,1,3,2,92000,0,2,5,1,0,0
2180,2180,1,3,2,92000,0,2,5,1,0,0
2181,2181,1,3,2,92000,0,2,5,1,0,0
2182,2182,1,3,2,92000,0,2,5,1,0,0
2183,2183,1,3,2,92000,0,2,5,1,0,0
2184,2184,1,3,2,92000,0,2,5,1,0,0
2185,2185,1,3,2,92000,0,2,5,1,0,0
2186,2186,1,3,2,92000,0,2,5,1,0,0
2187,2187,1,3,2,92000,0,2,5,1,0,0
2188,2188,1,3,2,92000,0,2,5,1,0,0
2189,2189,1,3,2,92000,0,2,5,1,0,0
2190,2190,1,3,2,92000,0,2,5,1,0,0
2191,2191,1,3,2,92000,0,2,5,1,0,0
2192,2192,1,3,2,92000,0,2,5,1,0,0
2193,2193,1,3,2,92000,0,2,5,1,0,0
2194,2194,1,3,2,92000,0,2,5,1,0,0
2195,2195,1,3,2,92000,0,2,5,1,0,0
2196,2196,1,3,2,92000,0,2,5,1,0,0
2197,2197,1,3,2,92000,0,2,5,1,0,0
2198,2198,1,3,2,92000,0,2,5,1,0,0
2199,2199,1,3,2,92000,0,2,5,1,0,0
2200,2200,1,3,2,92000,0,2,5,1,0,0
2201,2201,1,3,2,92000,0,2,5,1,0,0
2202,2202,1,3,2,92000,0,2,5,1,0,0
2203,2203,1,3,2,92000,0,2,5,1,0,0
2204,2204,1,3,2,92000,0,2,5,1,0,0
2205,2205,1,3,2,92000,0,2,5,1,0,0
2206,2206,1,3,2,92000,0,2,5,1,0,0
2207,2207,1,3,2,92000,0,2,5,1,0,0
2208,2208,1,3,2,92000,0,2,5,1,0,0
2209,2209,1,3,2,92000,0,2,5,1,0,0
2210,2210,1,3,2,92000,0,2,5,1,0,0
2211,2211,1,3,2,92000,0,2,5,1,0,0
2212,2212,1,3,2,92000,0,2,5,1,0,0
2213,2213,1,3,2,92000,0,2,5,1,0,0
2214,2214,1,3,2,92000,0,2,5,1,0,0
2215,2215,1,3,2,92000,0,2,5,1,0,0
2216,2216,1,3,2,92000,0,2,5,1,0,0
2217,2217,1,3,2,92000,0,2,5,1,0,0
2218,2218,1,3,2,92000,0,2,5,1,0,0
2219,2219,1,3,2,92000,0,2,5,1,0,0
2220,2220,0,2,1,45000,1,2,4,1,0,0
2221,2221,0,2,1,45000,1,2,4,1,0,0
2222,2222,0,2,1,45000,1,2,4,1,0,0
2223,2223,0,2,1,45000,1,2,4,1,0,0
2224,2224,0,2,1,45000,1,2,4,1,0,0
2225,2225,0,2,1,45000,1,2,4,1,0,0
2226,2226,0,2,1,45000,1,2,4,1,0,0
2227,2227,1,2,1,63000,1,2,3,1,0,0
2228,2228,1,2,1,63000,1,2,3,1,0,0
2229,2229,1,2,1,63000,1,2,3,1,0,0
2230,2230,1,2,1,63000,1,2,3,1,0,0
2231,2231,1,2,1,63000,1,2,3,1,0,0
2232,2232,1,2,1,63000,1,2,3,1,0,0
2233,2233,1,2,1,63000,1,2,3,1,0,0
2234,2234,1,2,1,63000,1,2,3,1,0,0
2235,2235,1,2,1,63000,1,2,3,1,0,0
2236,2236,1,2,1,63000,1,2,3,1,0,0
2237,2237,1,2,1,63000,1,2,3,1,0,0
2238,2238,1,2,1,63000,1,2,3,1,0,0
2239,2239,1,2,1,63000,1,2,3,1,0,0
2240,2240,1,2,1,63000,1,2,3,1,0,0
2241,2241,1,2,1,63000,1,2,3,1,0,0
2242,2242,1,2,1,63000,1,2,3,1,0,0
2243,2243,1,2,1,63000,1,2,3,1,0,0
2244,2244,1,2,1,63000,1,2,3,1,0,0
2245,2245,1,2,1,63000,1,2,3,1,0,0
2246,2246,1,2,1,63000,1,2,3,1,0,0
2247,2247,1,2,1,63000,1,2,3,1,0,0
2248,2248,1,2,1,63000,1,2,3,1,0,0
2249,2249,1,2,1,63000,1,2,3,1,0,0
2250,2250,1,2,1,63000,1,2,3,1,0,0
2251,2251,1,2,1,63000,1,2,3,1,0,0
2252,2252,1,2,1,63000,1,2,3,1,0,0
2253,2253,1,2,1,63000,1,2,3,1,0,0
2254,2254,1,2,1,63000,1,2,3,1,0,0
2255,2255,1,2,1,63000,1,2,3,1,0,0
2256,2256,1,2,1,63000,1,2,3,1,0,0
2257,2257,1,2,1,63000,1,2,3,1,0,0
2258,2258,1,2,1,63000,1,2,3,1,0,0
2259,2259,1,2,1,63000,1,2,3,1,0,0
2260,2260,1,2,1,63000,1,2,3,1,0,0
2261,2261,1,2,1,63000,1,2,3,1,0,0
2262,2262,1,2,1,63000,1,2,3,1,0,0
2263,2263,1,2,1,63000,1,2,3,1,0,0
2264,2264,1,2,1,63000,1,2,3,1,0,0
2265,2265,1,2,1,63000,1,2,3,1,0,0
2266,2266,1,2,1,63000,1,2,3,1,0,0
2267,2267,1,2,1,63000,1,2,3,1,0,0
2268,2268,1,2,1,63000,1,2,3,1,0,0
2269,2269,1,2,1,63000,1,2,3,1,0,0
2270,2270,1,2,1,63000,1,2,3,1,0,0
2271,2271,1,2,1,63000,1,2,3,1,0,0
2272,2272,1,2,1,63000,1,2,3,1,0,0
2273,2273,1,2,1,63000,1,2,3,1,0,0
2274,2274,1,2,1,63000,1,2,3,1,0,0
2275,2275,1,2,1,63000,1,2,3,1,0,0
2276,2276,1,2,1,63000,1,2,3,1,0,0
2277,2277,1,2,1,63000,1,2,3,1,0,0
2278,2278,1,2,1,63000,1,2,3,1,0,0
2279,2279,1,2,1,63000,1,2,3,1,0,0
2280,2280,1,2,1,63000,1,2,3,1,0,0
2281,2281,1,2,1,63000,1,2,3,1,0,0
2282,2282,1,2,1,63000,1,2,3,1,0,0
2283,2283,1,2,1,63000,1,2,3,1,0,0
2284,2284,1,2,1,63000,1,2,3,1,0,0
2285,2285,1,2,1,63000,1,2,3,1,0,0
2286,2286,1,2,1,63000,1,2,3,1,0,0
2287,2287,1,2,1,63000,1,2,3,1,0,0
2288,2288,1,2,1,63000,1,2,3,1,0,0
2289,2289,1,2,1,63000,1,2,3,1,0,0
2290,2290,1,2,1,63000,1,2,3,1,0,0
2291,2291,1,2,1,63000,1,2,3,1,0,0
2292,2292,1,2,1,63000,1,2,3,1,0,0
2293,2293,1,2,1,63000,1,2,3,1,0,0
2294,2294,1,2,1,63000,1,2,3,1,0,0
2295,2295,1,2,1,63000,1,2,3,1,0,0
2296,2296,1,2,1,63000,1,2,3,1,0,0
2297,2297,1,2,1,63000,1,2,3,1,0,0
2298,2298,1,2,1,63000,1,2,3,1,0,0
2299,2299,1,2,1,63000,1,2,3,1,0,0
2300,2300,1,2,1,63000,1,2,3,1,0,0
2301,2301,1,2,1,63000,1,2,3,1,0,0
2302,2302,1,2,1,63000,1,2,3,1,0,0
2303,2303,1,2,1,63000,1,2,3,1,0,0
2304,2304,1,2,1,63000,1,2,3,1,0,0
2305,2305,1,2,1,63000,1,2,3,1,0,0
2306,2306,1,2,1,63000,1,2,3,1,0,0
2307,2307,1,2,1,63000,1,2,3,1,0,0
2308,2308,1,2,1,63000,1,2,3,1,0,0
2309,2309,1,2,1,63000,1,2,3,1,0,0
2310,2310,1,2,1,63000,1,2,3,1,0,0
2311,2311,1,2,1,63000,1,2,3,1,0,0
2312,2312,1,2,1,63000,1,2,3,1,0,0
2313,2313,1,2,1,63000,1,2,3,1,0,0
2314,2314,1,2,1,63000,1,2,3,1,0,0
2315,2315,1,2,1,63000,1,2,3,1,0,0
2316,2316,1,2,1,63000,1,2,3,1,0,0
2317,2317,1,2,1,63000,1,2,3,1,0,0
2318,2318,1,2,1,63000,1,2,3,1,0,0
2319,2319,1,2,1,63000,1,2,3,1,0,0
2320,2320,1,2,1,63000,1,2,3,1,0,0
2321,2321,1,2,1,63000,1,2,3,1,0,0
2322,2322,1,2,1,63000,1,2,3,1,0,0
2323,2323,1,2,1,63000,1,2,3,1,0,0
2324,2324,1,2,1,63000,1,2,3,1,0,0
2325,2325,1,2,1,63000,1,2,3,1,0,0
2326,2326,1,2,1,63000,1,2,3,1,0,0
2327,2327,1,2,1,63000,1,2,3,1,0,0
2328,2328,1,2,1,63000,1,2,3,1,0,0
2329,2329,1,2,1,63000,1,2,3,1,0,0
2330,2330,1,2,1,63000,1,2,3,1,0,0
2331,2331,1,2,1,63000,1,2,3,1,0,0
2332,2332,1,2,1,63000,1,2,3,1,0,0
2333,2333,1,2,1,63000,1,2,3,1,0,0
2334,2334,1,2,1,63000,1,2,3,1,0,0
2335,2335,1,2,1,63000,1,2,3,1,0,0
2336,2336,1,2,1,63000,1,2,3,1,0,0
2337,2337,1,2,1,63000,1,2,3,1,0,0
2338,2338,1,2,1,63000,1,2,3,1,0,0
2339,2339,1,2,1,63000,1,2,3,1,0,0
2340,2340,1,2,1,63000,1,2,3,1,0,0
2341,2341,1,2,1,63000,1,2,3,1,0,0
2342,2342,1,2,1,63000,1,2,3,1,0,0
2343,2343,1,2,1,63000,1,2,3,1,0,0
2344,2344,1,2,1,63000,1,2,3,1,0,0
2345,2345,1,2,1,63000,1,2,3,1,0,0
2346,2346,1,2,1,63000,1,2,3,1,0,0
2347,2347,1,2,1,63000,1,2,3,1,0,0
2348,2348,1,2,1,63000,1,2,3,1,0,0
2349,2349,1,2,1,63000,1,2,3,1,0,0
2350,2350,1,2,1,63000,1,2,3,1,0,0
2351,2351,1,2,1,63000,1,2,3,1,0,0
2352,2352,1,2,1,63000,1,2,3,1,0,0
2353,2353,1,2,1,63000,1,2,3,1,0,0
2354,2354,1,2,1,63000,1,2,3,1,0,0
2355,2355,1,2,1,63000,1,2,3,1,0,0
2356,2356,1,2,1,63000,1,2,3,1,0,0
2357,2357,1,2,1,63000,1,2,3,1,0,0
2358,2358,1,2,1,63000,1,2,3,1,0,0
2359,2359,1,2,1,63000,1,2,3,1,0,0
2360,2360,1,2,1,63000,1,2,3,1,0,0
2361,2361,1,2,1,63000,1,2,3,1,0,0
2362,2362,1,2,1,63000,1,2,3,1,0,0
2363,2363,1,2,1,63000,1,2,3,1,0,0
2364,2364,1,2,1,63000,1,2,3,1,0,0
2365,2365,1,2,1,63000,1,2,3,1,0,0
2366,2366,1,2,1,63000,1,2,3,1,0,0
2367,2367,1,2,1,63000,1,2,3,1,0,0
2368,2368,1,2,1,63000,1,2,3,1,0,0
2369,2369,1,2,1,63000,1,2,3,1,0,0
2370,2370,1,2,1,63000,1,2,3,1,0,0
2371,2371,1,2,1,63000,1,2,3,1,0,0
2372,2372,1,2,1,63000,1,2,3,1,0,0
2373,2373,1,2,1,63000,1,2,3,1,0,0
2374,2374,1,2,1,63000,1,2,3,1,0,0
2375,2375,1,2,1,63000,1,2,3,1,0,0
2376,2376,1,2,1,63000,1,2,3,1,0,0
2377,2377,1,2,1,63000,1,2,3,1,0,0
2378,2378,1,2,1,63000,1,2,3,1,0,0
2379,2379,1,2,1,63000,1,2,3,1,0,0
2380,2380,1,2,1,63000,1,2,3,1,0,0
2381,2381,1,2,1,63000,1,2,3,1,0,0
2382,2382,1,2,1,63000,1,2,3,1,0,0
2383,2383,1,2,1,63000,1,2,3,1,0,0
2384,2384,1,2,1,63000,1,2,3,1,0,0
2385,2385,1,2,1,63000,1,2,3,1,0,0
2386,2386,1,2,1,63000,1,2,3,1,0,0
2387,2387,1,2,1,63000,1,2,3,1,0,0
2388,2388,1,2,1,63000,1,2,3,1,0,0
2389,2389,1,2,1,63000,1,2,3,1,0,0
2390,2390,1,2,1,63000,1,2,3,1,0,0
2391,2391,1,2,1,63000,1,2,3,1,0,0
2392,2392,1,2,1,63000,1,2,3,1,0,0
2393,2393,1,2,1,63000,1,2,3,1,0,0
2394,2394,1,2,1,63000,1,2,3,1,0,0
2395,2395,1,2,1,63000,1,2,4,1,0,0
2396,2396,1,2,1,63000,1,2,4,1,0,0
2397,2397,1,2,1,63000,1,2,4,1,0,0
2398,2398,1,2,1,63000,1,2,4,1,0,0
2399,2399,1,2,1,63000,1,2,4,1,0,0
2400,2400,1,2,1,63000,1,2,4,1,0,0
2401,2401,1,2,1,63000,1,2,4,1,0,0
2402,2402,1,2,1,63000,1,2,4,1,0,0
2403,2403,1,2,1,63000,1,2,4,1,0,0
2404,2404,1,2,1,63000,1,2,4,1,0,0
2405,2405,1,2,1,63000,1,2,4,1,0,0
2406,2406,1,2,1,63000,1,2,4,1,0,0
2407,2407,1,2,1,63000,1,2,4,1,0,0
2408,2408,1,2,1,63000,1,2,4,1,0,0
2409,2409,1,2,1,63000,1,2,4,1,0,0
2410,2410,1,2,1,63000,1,2,4,1,0,0
2411,2411,1,2,1,63000,1,2,4,1,0,0
2412,2412,1,2,1,63000,1,2,4,1,0,0
2413,2413,1,2,1,63000,1,2,4,1,0,0
2414,2414,1,2,1,63000,1,2,4,1,0,0
2415,2415,1,2,1,63000,1,2,4,1,0,0
2416,2416,1,2,1,63000,1,2,4,1,0,0
2417,2417,1,2,1,63000,1,2,4,1,0,0
2418,2418,1,2,1,63000,1,2,4,1,0,0
2419,2419,1,2,1,63000,1,2,4,1,0,0
2420,2420,1,2,1,63000,1,2,4,1,0,0
2421,2421,1,2,1,63000,1,2,4,1,0,0
2422,2422,1,2,1,63000,1,2,4,1,0,0
2423,2423,1,2,1,63000,1,2,4,1,0,0
2424,2424,1,2,1,63000,1,2,4,1,0,0
2425,2425,1,2,1,63000,1,2,4,1,0,0
2426,2426,1,2,1,63000,1,2,4,1,0,0
2427,2427,1,2,1,63000,1,2,4,1,0,0
2428,2428,1,2,1,63000,1,2,4,1,0,0
2429,2429,1,2,1,63000,1,2,4,1,0,0
2430,2430,1,2,1,63000,1,2,4,1,0,0
2431,2431,1,2,1,63000,1,2,4,1,0,0
2432,2432,1,2,1,63000,1,2,4,1,0,0
2433,2433,1,2,1,63000,1,2,4,1,0,0
2434,2434,1,2,1,63000,1,2,4,1,0,0
2435,2435,1,2,1,63000,1,2,4,1,0,0
2436,2436,1,2,1,63000,1,2,4,1,0,0
2437,2437,1,2,1,63000,1,2,4,1,0,0
2438,2438,1,2,1,63000,1,2,4,1,0,0
2439,2439,1,2,1,63000,1,2,4,1,0,0
2440,2440,1,2,1,63000,1,2,4,1,0,0
2441,2441,1,2,1,63000,1,2,4,1,0,0
2442,2442,1,2,1,63000,1,2,4,1,0,0
2443,2443,1,2,1,63000,1,2,4,1,0,0
2444,2444,1,2,1,63000,1,2,4,1,0,0
2445,2445,1,2,1,63000,1,2,4,1,0,0
2446,2446,1,2,1,63000,1,2,4,1,0,0
2447,2447,1,2,1,63000,1,2,4,1,0,0
2448,2448,1,2,1,63000,1,2,4,1,0,0
2449,2449,1,2,1,63000,1,2,4,1,0,0
2450,2450,1,2,1,63000,1,2,4,1,0,0
2451,2451,1,2,1,63000,1,2,4,1,0,0
2452,2452,1,2,1,63000,1,2,4,1,0,0
2453,2453,1,2,1,63000,1,2,4,1,0,0
2454,2454,1,2,1,63000,1,2,4,1,0,0
2455,2455,1,2,1,63000,1,2,4,1,0,0
2456,2456,1,2,1,63000,1,2,4,1,0,0
2457,2457,1,2,1,63000,1,2,4,1,0,0
2458,2458,1,2,1,63000,1,2,4,1,0,0
2459,2459,1,2,1,63000,1,2,4,1,0,0
2460,2460,1,2,1,63000,1,2,4,1,0,0
2461,2461,1,2,1,63000,1,2,4,1,0,0
2462,2462,1,2,1,63000,1,2,4,1,0,0
2463,2463,1,2,1,63000,1,2,4,1,0,0
2464,2464,1,2,1,63000,1,2,4,1,0,0
2465,2465,1,2,1,63000,1,2,4,1,0,0
2466,2466,1,2,1,63000,1,2,4,1,0,0
2467,2467,1,2,1,63000,1,2,4,1,0,0
2468,2468,1,2,1,63000,1,2,4,1,0,0
2469,2469,1,2,1,63000,1,2,4,1,0,0
2470,2470,1,2,1,63000,1,2,4,1,0,0
2471,2471,1,2,1,63000,1,2,4,1,0,0
2472,2472,1,2,1,63000,1,2,4,1,0,0
2473,2473,1,2,1,63000,1,2,4,1,0,0
2474,2474,1,2,1,63000,1,2,4,1,0,0
2475,2475,1,2,1,63000,1,2,4,1,0,0
2476,2476,1,2,1,63000,1,2,4,1,0,0
2477,2477,1,2,1,63000,1,2,4,1,0,0
2478,2478,1,2,1,63000,1,2,4,1,0,0
2479,2479,1,2,1,63000,1,2,4,1,0,0
2480,2480,1,2,1,63000,1,2,4,1,0,0
2481,2481,1,2,1,63000,1,2,4,1,0,0
2482,2482,1,2,1,63000,1,2,4,1,0,0
2483,2483,1,2,1,63000,1,2,4,1,0,0
2484,2484,1,2,1,63000,1,2,4,1,0,0
2485,2485,1,2,1,63000,1,2,4,1,0,0
2486,2486,1,2,1,63000,1,2,4,1,0,0
2487,2487,1,2,1,63000,1,2,4,1,0,0
2488,2488,1,2,1,63000,1,2,4,1,0,0
2489,2489,1,2,1,63000,1,2,4,1,0,0
2490,2490,1,2,1,63000,1,2,4,1,0,0
2491,2491,1,2,1,63000,1,2,4,1,0,0
2492,2492,1,2,1,63000,1,2,4,1,0,0
2493,2493,1,2,1,63000,1,2,4,1,0,0
2494,2494,1,2,1,63000,1,2,4,1,0,0
2495,2495,1,2,1,63000,1,2,4,1,0,0
2496,2496,1,2,1,63000,1,2,4,1,0,0
2497,2497,1,2,1,63000,1,2,4,1,0,0
2498,2498,1,2,1,63000,1,2,4,1,0,0
2499,2499,1,2,1,63000,1,2,4,1,0,0
2500,2500,1,2,1,63000,1,2,4,1,0,0
2501,2501,1,2,1,63000,1,2,4,1,0,0
2502,2502,1,2,1,63000,1,2,4,1,0,0
2503,2503,1,2,1,63000,1,2,4,1,0,0
2504,2504,1,2,1,63000,1,2,4,1,0,0
2505,2505,1,2,1,63000,1,2,4,1,0,0
2506,2506,1,2,1,63000,1,2,4,1,0,0
2507,2507,1,2,1,63000,1,2,4,1,0,0
2508,2508,1,2,1,63000,1,2,4,1,0,0
2509,2509,1,2,1,63000,1,2,4,1,0,0
2510,2510,1,2,1,63000,1,2,4,1,0,0
2511,2511,1,2,1,63000,1,2,4,1,0,0
2512,2512,1,2,1,63000,1,2,4,1,0,0
2513,2513,1,2,1,63000,1,2,4,1,0,0
2514,2514,1,2,1,63000,1,2,4,1,0,0
2515,2515,1,2,1,63000,1,2,4,1,0,0
2516,2516,1,2,1,63000,1,2,4,1,0,0
2517,2517,1,2,1,63000,1,2,4,1,0,0
2518,2518,1,2,1,63000,1,2,4,1,0,0
2519,2519,1,2,1,63000,1,2,4,1,0,0
2520,2520,1,2,1,63000,1,2,4,1,0,0
2521,2521,1,2,1,63000,1,2,4,1,0,0
2522,2522,1,2,1,63000,1,2,4,1,0,0
2523,2523,1,2,1,63000,1,2,4,1,0,0
2524,2524,1,2,1,63000,1,2,4,1,0,0
2525,2525,1,2,1,63000,1,2,4,1,0,0
2526,2526,1,2,1,63000,1,2,4,1,0,0
2527,2527,1,2,1,63000,1,2,4,1,0,0
2528,2528,1,2,1,63000,1,2,4,1,0,0
2529,2529,1,2,1,63000,1,2,4,1,0,0
2530,2530,1,2,1,63000,1,2,4,1,0,0
2531,2531,1,2,1,63000,1,2,4,1,0,0
2532,2532,1,2,1,63000,1,2,4,1,0,0
2533,2533,1,2,1,63000,1,2,4,1,0,0
2534,2534,1,2,1,63000,1,2,4,1,0,0
2535,2535,1,2,1,63000,1,2,4,1,0,0
2536,2536,1,2,1,63000,1,2,4,1,0,0
2537,2537,1,2,1,63000,1,2,4,1,0,0
2538,2538,1,2,1,63000,1,2,4,1,0,0
2539,2539,1,2,1,63000,1,2,4,1,0,0
2540,2540,1,2,1,63000,1,2,4,1,0,0
2541,2541,1,2,1,63000,1,2,4,1,0,0
2542,2542,1,2,1,63000,1,2,4,1,0,0
2543,2543,1,2,1,63000,1,2,4,1,0,0
2544,2544,1,2,1,63000,1,2,4,1,0,0
2545,2545,1,2,1,63000,1,2,4,1,0,0
2546,2546,1,2,1,63000,1,2,4,1,0,0
2547,2547,1,2,1,63000,1,2,4,1,0,0
2548,2548,1,2,1,63000,1,2,4,1,0,0
2549,2549,1,2,1,63000,1,2,4,1,0,0
2550,2550,1,2,1,63000,1,2,4,1,0,0
2551,2551,1,2,1,63000,1,2,4,1,0,0
2552,2552,1,2,1,63000,1,2,4,1,0,0
2553,2553,1,2,1,63000,1,2,4,1,0,0
2554,2554,1,2,1,63000,1,2,4,1,0,0
2555,2555,1,2,1,63000,1,2,4,1,0,0
2556,2556,1,2,1,63000,1,2,4,1,0,0
2557,2557,1,2,1,63000,1,2,4,1,0,0
2558,2558,1,2,1,63000,1,2,4,1,0,0
2559,2559,1,2,1,63000,1,2,4,1,0,0
2560,2560,1,2,1,63000,1,2,4,1,0,0
2561,2561,1,2,1,63000,1,2,4,1,0,0
2562,2562,1,2,1,63000,1,2,4,1,0,0
2563,2563,1,2,1,63000,1,2,4,1,0,0
2564,2564,1,2,1,63000,1,2,4,1,0,0
2565,2565,1,2,1,63000,1,2,4,1,0,0
2566,2566,1,2,1,63000,1,2,4,1,0,0
2567,2567,1,2,1,63000,1,2,4,1,0,0
2568,2568,1,2,1,63000,1,2,4,1,0,0
2569,2569,1,2,1,63000,1,2,4,1,0,0
2570,2570,1,2,1,63000,1,2,4,1,0,0
2571,2571,1,2,1,63000,1,2,4,1,0,0
2572,2572,1,2,1,63000,1,2,4,1,0,0
2573,2573,1,2,1,63000,1,2,4,1,0,0
2574,2574,1,2,1,63000,1,2,4,1,0,0
2575,2575,1,2,1,63000,1,2,4,1,0,0
2576,2576,1,2,1,63000,1,2,4,1,0,0
2577,2577,1,2,1,63000,1,2,4,1,0,0
2578,2578,1,2,1,63000,1,2,4,1,0,0
2579,2579,1,2,1,63000,1,2,4,1,0,0
2580,2580,1,2,1,63000,1,2,4,1,0,0
2581,2581,1,2,1,63000,1,2,4,1,0,0
